country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Luxembourg,1.60,2020-03-18,0.58,2020-05-25,1.21,2020-09-13,0.98
Malaysia,2.28,2020-03-07,0.61,2020-05-15,0.80,2020-09-13,0.81
Malta,1.61,2020-03-20,0.65,2020-05-25,1.28,2020-09-13,1.02
Mexico,2.45,2020-04-01,1.04,2020-06-01,1.11,2020-09-13,0.96
Moldova,1.87,2020-03-19,1.01,2020-05-15,1.14,2020-09-13,0.97
Morocco,2.15,2020-03-12,0.76,2020-06-01,1.52,2020-09-13,1.04
Netherlands,2.74,2020-03-08,0.75,2020-05-25,1.22,2020-09-13,0.97
Nigeria,1.67,2020-04-13,0.95,2020-05-15,0.94,2020-09-13,0.95
Norway,1.71,2020-03-17,0.54,2020-05-15,0.99,2020-09-13,0.94
Pakistan,1.62,2020-05-11,0.83,2020-05-20,0.81,2020-09-13,0.87
Panama,1.38,2020-03-19,0.96,2020-05-15,1.26,2020-09-13,0.92
Peru,2.30,2020-04-02,1.05,2020-06-01,1.17,2020-09-13,0.85
Philippines,1.17,2020-03-15,0.93,2020-06-01,1.29,2020-09-13,1.00
Poland,1.53,2020-03-18,0.94,2020-05-25,1.19,2020-09-13,0.91
Portugal,2.21,2020-03-10,0.78,2020-05-25,1.08,2020-09-13,0.96
Romania,1.75,2020-03-15,0.82,2020-05-25,1.36,2020-09-13,0.97
Russia,1.67,2020-04-18,0.93,2020-05-15,1.02,2020-09-13,0.99
Saudi Arabia,2.55,2020-03-23,1.13,2020-06-21,1.07,2020-09-13,0.97
Serbia,1.71,2020-03-24,0.73,2020-05-15,1.43,2020-09-13,0.89
Slovakia,1.55,2020-03-28,0.50,2020-05-25,1.36,2020-09-13,1.01
Slovenia,1.56,2020-03-20,0.63,2020-05-25,1.07,2020-09-13,0.98
South Africa,2.68,2020-03-29,1.09,2020-06-01,1.31,2020-09-13,0.89
South Korea,2.21,2020-02-21,0.83,2020-05-06,1.26,2020-09-13,1.02
Spain,3.49,2020-03-04,0.74,2020-05-25,1.52,2020-09-13,0.94
Sweden,2.01,2020-03-17,0.90,2020-05-25,0.94,2020-09-13,0.88
Switzerland,2.36,2020-03-08,0.66,2020-05-25,1.28,2020-09-13,0.98
Turkey,2.65,2020-03-19,0.72,2020-06-01,1.11,2020-09-13,1.01
Ukraine,1.86,2020-03-23,0.99,2020-05-15,1.22,2020-09-13,1.02
United Arab Emirates,1.74,2020-04-03,0.80,2020-06-01,1.13,2020-09-13,1.00
United Kingdom,3.02,2020-03-10,0.85,2020-06-01,1.14,2020-09-13,0.93
United States,2.26,2020-03-15,0.90,2020-05-10,1.27,2020-09-13,0.95
