country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Russia,1.64,2020-04-18,0.94,2020-05-15,1.00,2020-08-08,0.95
Saudi Arabia,2.59,2020-03-23,1.12,2020-06-21,1.02,2020-08-08,0.95
Serbia,1.63,2020-03-24,0.74,2020-05-15,1.40,2020-08-08,0.95
Slovakia,1.51,2020-03-28,0.51,2020-05-25,1.22,2020-08-08,1.00
Slovenia,1.45,2020-03-20,0.63,2020-05-25,1.23,2020-08-08,1.00
South Africa,2.71,2020-03-30,1.10,2020-06-01,1.20,2020-08-08,0.94
South Korea,2.23,2020-02-21,0.81,2020-05-06,1.09,2020-08-08,0.99
Spain,3.50,2020-03-04,0.77,2020-05-25,1.31,2020-08-08,0.94
Sweden,1.98,2020-03-17,0.94,2021-01-01,1.00,2020-08-08,0.88
Switzerland,2.34,2020-03-08,0.69,2020-05-25,1.12,2020-08-08,0.96
Turkey,2.65,2020-03-19,0.74,2020-06-01,1.03,2020-08-08,0.96
Ukraine,1.90,2020-03-23,0.94,2020-05-15,1.18,2020-08-08,1.01
United Arab Emirates,1.74,2020-04-03,0.81,2020-06-01,1.04,2020-08-08,0.97
United Kingdom,2.88,2020-03-11,0.90,2020-06-01,1.09,2020-08-08,0.93
United States,2.28,2020-03-15,0.91,2020-05-10,1.25,2020-08-08,0.96
