country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Germany,2.51,2020-03-13,0.77,2020-05-25,1.15,2020-08-29,0.97
Greece,1.51,2020-03-08,0.65,2020-05-25,1.36,2020-08-29,1.01
Honduras,1.49,2020-04-06,0.99,2020-06-01,1.15,2020-08-29,0.97
Hungary,1.90,2020-03-23,0.80,2020-05-25,1.02,2020-08-29,0.96
Iceland,1.41,2020-03-21,0.46,2020-05-15,1.02,2020-08-29,0.96
India,1.58,2020-04-19,1.10,2020-05-15,1.12,2020-08-29,0.97
Indonesia,1.57,2020-03-15,1.03,2020-06-15,1.08,2020-08-29,1.00
Iran,2.63,2020-02-25,0.89,2020-04-20,1.22,2020-08-29,0.90
Ireland,1.63,2020-03-27,0.69,2020-05-25,1.11,2020-08-29,0.94
Israel,2.78,2020-03-17,0.70,2020-05-15,1.44,2020-08-29,1.00
Italy,2.74,2020-02-26,0.88,2020-05-25,1.09,2020-08-29,0.91
Japan,1.37,2020-04-01,0.80,2020-06-01,1.36,2020-08-29,1.01
Kuwait,1.90,2020-04-16,0.91,2020-06-30,1.05,2020-08-29,0.96
Latvia,1.52,2020-03-30,0.48,2020-05-25,1.00,2020-08-29,0.96
Lithuania,1.80,2020-03-12,0.68,2020-05-25,1.04,2020-08-29,0.98
Luxembourg,1.57,2020-03-18,0.57,2020-05-25,1.23,2020-08-29,0.99
Malaysia,2.28,2020-03-08,0.61,2020-05-15,0.80,2020-08-29,0.81
Malta,1.62,2020-03-20,0.62,2020-05-25,1.03,2020-08-29,0.99
Mexico,2.38,2020-04-01,1.06,2020-06-01,1.09,2020-08-29,0.96
Moldova,1.87,2020-03-19,1.02,2020-05-15,1.13,2020-08-29,0.96
Morocco,2.14,2020-03-12,0.76,2020-06-01,1.43,2020-08-29,1.01
Netherlands,2.68,2020-03-08,0.79,2020-05-25,1.22,2020-08-29,0.97
Nigeria,1.66,2020-04-12,0.96,2020-05-15,0.95,2020-08-29,0.95
Norway,1.70,2020-03-17,0.54,2020-05-15,1.06,2020-08-29,0.97
Pakistan,1.61,2020-05-11,0.85,2020-05-20,0.84,2020-08-29,0.89
Panama,1.43,2020-03-18,0.99,2020-05-15,1.24,2020-08-29,0.92
Peru,2.27,2020-04-02,1.05,2020-06-01,1.17,2020-08-29,0.87
Philippines,1.16,2020-03-15,0.94,2020-06-01,1.29,2020-08-29,1.00
Poland,1.50,2020-03-18,0.93,2020-05-25,1.16,2020-08-29,1.00
Portugal,2.21,2020-03-10,0.78,2020-05-25,1.06,2020-08-29,0.96
Romania,1.78,2020-03-15,0.82,2020-05-25,1.37,2020-08-29,0.97
Russia,1.64,2020-04-18,0.94,2020-05-15,1.01,2020-08-29,0.95
Saudi Arabia,2.55,2020-03-23,1.13,2020-06-21,1.07,2020-08-29,0.97
Serbia,1.66,2020-03-24,0.72,2020-05-15,1.40,2020-08-29,0.93
Slovakia,1.58,2020-03-28,0.48,2020-05-25,1.26,2020-08-29,1.01
Slovenia,1.50,2020-03-20,0.63,2020-05-25,1.10,2020-08-29,0.99
South Africa,2.75,2020-03-30,1.12,2020-06-01,1.15,2020-08-29,0.93
South Korea,2.22,2020-02-21,0.83,2020-05-06,1.09,2020-08-29,1.00
Spain,3.51,2020-03-04,0.77,2020-05-25,1.36,2020-08-29,0.94
Sweden,2.00,2020-03-17,0.91,2021-01-01,0.99,2020-08-29,0.86
Switzerland,2.34,2020-03-08,0.68,2020-05-25,1.21,2020-08-29,0.98
Turkey,2.70,2020-03-19,0.72,2020-06-01,1.08,2020-08-29,0.98
Ukraine,1.86,2020-03-23,0.99,2020-05-15,1.21,2020-08-29,1.00
United Arab Emirates,1.73,2020-04-03,0.81,2020-06-01,1.04,2020-08-29,0.97
United Kingdom,2.99,2020-03-10,0.87,2020-06-01,0.97,2020-08-29,0.89
United States,2.25,2020-03-15,0.91,2020-05-11,1.27,2020-08-29,0.94
