country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Netherlands,2.68,2020-03-09,0.78,2020-05-25,1.11,2020-08-02,1.01
Nigeria,1.64,2020-04-13,0.96,2020-05-15,0.94,2020-08-02,0.95
Norway,1.70,2020-03-17,0.54,2020-05-15,0.98,2020-08-02,0.93
Pakistan,1.60,2020-05-12,0.87,2020-05-20,0.83,2020-08-02,0.87
Panama,1.39,2020-03-19,1.01,2020-05-15,1.24,2020-08-02,0.96
Peru,2.25,2020-04-03,1.04,2020-06-01,1.16,2020-08-02,0.94
Philippines,1.17,2020-03-15,0.95,2020-06-01,1.17,2020-08-02,1.03
Poland,1.53,2020-03-20,0.94,2020-05-25,1.13,2020-08-02,1.00
Portugal,2.20,2020-03-11,0.78,2020-05-25,1.08,2020-08-02,0.97
Romania,1.80,2020-03-15,0.80,2020-05-25,1.30,2020-08-02,0.99
Russia,1.63,2020-04-19,0.94,2020-05-15,1.00,2020-08-02,0.95
Saudi Arabia,2.60,2020-03-23,1.13,2020-06-21,1.02,2020-08-02,0.95
Serbia,1.66,2020-03-24,0.78,2020-05-15,1.41,2020-08-02,0.97
Slovakia,1.58,2020-03-28,0.47,2020-05-25,1.13,2020-08-02,1.00
Slovenia,1.56,2020-03-20,0.61,2020-05-25,1.18,2020-08-02,1.01
South Africa,2.75,2020-03-29,1.14,2020-06-01,1.12,2020-08-02,1.00
South Korea,2.22,2020-02-22,0.81,2020-05-06,1.08,2020-08-02,0.99
Spain,3.50,2020-03-04,0.78,2020-05-25,1.32,2020-08-02,0.97
Sweden,2.00,2020-03-18,0.94,2021-01-01,1.00,2020-08-02,0.88
Switzerland,2.29,2020-03-10,0.67,2020-05-25,1.11,2020-08-02,0.97
Turkey,2.67,2020-03-20,0.74,2020-06-01,1.02,2020-08-02,0.96
Ukraine,1.94,2020-03-23,0.96,2020-05-15,1.15,2020-08-02,0.99
United Arab Emirates,1.71,2020-04-04,0.81,2020-06-01,1.05,2020-08-02,0.98
United Kingdom,2.80,2020-03-12,0.89,2020-06-01,1.10,2020-08-02,0.95
United States,2.28,2020-03-16,0.90,2020-05-09,1.25,2020-08-02,0.96
