country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Latvia,1.48,2020-03-30,0.48,2020-05-25,0.92,2020-07-25,0.90
Lithuania,1.98,2020-03-12,0.80,2020-05-25,1.01,2020-07-25,0.97
Luxembourg,1.87,2020-03-18,0.60,2020-05-25,1.34,2020-07-25,1.03
Malaysia,2.20,2020-03-08,0.61,2020-05-15,0.86,2020-07-25,0.87
Malta,1.64,2020-03-20,0.63,2020-05-25,1.04,2020-07-25,1.01
Mexico,2.39,2020-04-01,1.06,2020-06-01,1.06,2020-07-25,0.98
Moldova,1.79,2020-03-17,1.04,2020-05-15,1.15,2020-07-25,0.97
Morocco,2.32,2020-03-13,0.71,2020-06-01,1.41,2020-07-25,1.00
Netherlands,2.69,2020-03-10,0.78,2020-05-25,0.95,2020-07-25,0.92
Nigeria,1.63,2020-04-13,0.95,2020-05-15,0.99,2020-07-25,0.97
Norway,1.88,2020-03-16,0.58,2020-05-15,0.93,2020-07-25,0.90
Pakistan,1.40,2020-05-14,0.89,2020-05-20,0.90,2020-07-25,0.91
Panama,1.59,2020-03-19,0.99,2020-05-15,1.27,2020-07-25,0.95
Peru,2.21,2020-04-02,1.03,2020-06-01,1.04,2020-07-25,0.94
Philippines,1.17,2020-03-15,0.95,2020-06-01,1.19,2020-07-25,1.03
Poland,1.65,2020-03-19,0.95,2020-05-25,0.99,2020-07-25,0.96
Portugal,2.29,2020-03-11,0.81,2020-05-25,1.12,2020-07-25,0.98
Romania,1.87,2020-03-15,0.85,2020-05-25,1.25,2020-07-25,0.98
Russia,1.65,2020-04-19,0.94,2020-05-15,1.01,2020-07-25,0.96
Saudi Arabia,2.64,2020-03-25,1.09,2020-06-21,1.06,2020-07-25,0.95
Serbia,1.57,2020-03-24,0.79,2020-05-15,1.44,2020-07-25,0.98
Slovakia,1.59,2020-03-28,0.50,2020-05-25,1.05,2020-07-25,0.98
Slovenia,1.80,2020-03-20,0.66,2020-05-25,1.09,2020-07-25,1.00
South Africa,2.51,2020-03-28,1.13,2020-06-01,1.12,2020-07-25,1.08
South Korea,2.26,2020-02-22,0.82,2020-05-06,1.11,2020-07-25,0.99
Spain,3.36,2020-03-06,0.79,2020-05-25,1.06,2020-07-25,0.92
Sweden,2.14,2020-03-17,0.94,2021-01-01,1.00,2020-07-25,0.88
Switzerland,2.38,2020-03-10,0.69,2020-05-25,1.07,2020-07-25,0.96
Turkey,2.63,2020-03-21,0.77,2020-06-01,0.98,2020-07-25,0.95
Ukraine,1.80,2020-03-23,0.98,2020-05-15,1.18,2020-07-25,0.99
United Arab Emirates,1.91,2020-04-04,0.80,2020-06-01,1.04,2020-07-25,1.00
United Kingdom,2.80,2020-03-13,0.90,2020-06-01,1.04,2020-07-25,0.94
United States,2.30,2020-03-17,0.92,2020-05-10,1.23,2020-07-25,0.97
