country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Poland,1.50,2020-03-19,0.93,2020-05-25,1.20,2020-09-28,1.11
Portugal,2.19,2020-03-10,0.78,2020-05-25,1.08,2020-09-28,1.08
Romania,1.76,2020-03-15,0.83,2020-05-25,1.35,2020-09-28,1.01
Russia,1.66,2020-04-18,0.92,2020-05-15,1.04,2020-09-28,1.01
Saudi Arabia,2.56,2020-03-23,1.12,2020-06-21,1.08,2020-09-28,0.99
Serbia,1.70,2020-03-24,0.73,2020-05-15,1.48,2020-09-28,0.85
Slovakia,1.53,2020-03-28,0.51,2020-05-25,1.35,2020-09-28,1.12
Slovenia,1.50,2020-03-20,0.63,2020-05-25,1.11,2020-09-28,1.12
South Africa,2.75,2020-03-30,1.11,2020-06-01,1.38,2020-09-28,0.84
South Korea,2.21,2020-02-21,0.83,2020-05-06,1.33,2020-09-28,0.99
Spain,3.48,2020-03-04,0.78,2020-05-25,1.57,2020-09-28,1.02
Sweden,1.97,2020-03-17,0.90,2020-05-25,0.96,2020-09-28,1.01
Switzerland,2.35,2020-03-08,0.66,2020-05-25,1.28,2020-09-28,1.08
Turkey,2.63,2020-03-19,0.71,2020-06-01,1.12,2020-09-28,1.07
Ukraine,1.85,2020-03-23,0.98,2020-05-15,1.23,2020-09-28,1.04
United Arab Emirates,1.74,2020-04-03,0.80,2020-06-01,1.12,2020-09-28,1.05
United Kingdom,3.01,2020-03-10,0.85,2020-06-01,1.41,2020-09-28,1.12
United States,2.26,2020-03-15,0.90,2020-05-10,1.27,2020-09-28,1.04
