country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Ireland,1.63,2020-03-27,0.69,2020-05-25,1.11,2020-08-25,0.94
Israel,2.79,2020-03-17,0.70,2020-05-15,1.45,2020-08-25,1.00
Italy,2.74,2020-02-26,0.88,2020-05-25,1.09,2020-08-25,0.90
Japan,1.37,2020-04-01,0.80,2020-06-01,1.35,2020-08-25,1.00
Kuwait,1.90,2020-04-16,0.91,2020-06-30,1.05,2020-08-25,0.96
Latvia,1.53,2020-03-30,0.48,2020-05-25,0.93,2020-08-25,0.91
Lithuania,1.81,2020-03-12,0.68,2020-05-25,1.03,2020-08-25,0.98
Luxembourg,1.56,2020-03-18,0.57,2020-05-25,1.24,2020-08-25,0.98
Malaysia,2.28,2020-03-08,0.60,2020-05-15,0.80,2020-08-25,0.81
Malta,1.61,2020-03-20,0.62,2020-05-25,1.10,2020-08-25,1.00
Mexico,2.38,2020-04-01,1.06,2020-06-01,1.09,2020-08-25,0.96
Moldova,1.87,2020-03-19,1.02,2020-05-15,1.14,2020-08-25,0.95
Morocco,2.14,2020-03-12,0.76,2020-06-01,1.44,2020-08-25,1.01
Netherlands,2.68,2020-03-08,0.79,2020-05-25,1.22,2020-08-25,0.97
Nigeria,1.66,2020-04-12,0.96,2020-05-15,0.95,2020-08-25,0.95
Norway,1.70,2020-03-17,0.54,2020-05-15,1.07,2020-08-25,0.97
Pakistan,1.61,2020-05-11,0.85,2020-05-20,0.84,2020-08-25,0.88
Panama,1.42,2020-03-18,0.99,2020-05-15,1.24,2020-08-25,0.92
Peru,2.27,2020-04-02,1.05,2020-06-01,1.17,2020-08-25,0.87
Philippines,1.16,2020-03-15,0.95,2020-06-01,1.26,2020-08-25,1.00
Poland,1.50,2020-03-18,0.93,2020-05-25,1.15,2020-08-25,0.99
Portugal,2.21,2020-03-10,0.78,2020-05-25,1.06,2020-08-25,0.95
Romania,1.78,2020-03-15,0.82,2020-05-25,1.37,2020-08-25,0.97
Russia,1.64,2020-04-18,0.94,2020-05-15,1.01,2020-08-25,0.95
Saudi Arabia,2.54,2020-03-23,1.14,2020-06-21,1.06,2020-08-25,0.96
Serbia,1.64,2020-03-24,0.72,2020-05-15,1.41,2020-08-25,0.93
Slovakia,1.57,2020-03-28,0.48,2020-05-25,1.32,2020-08-25,1.01
Slovenia,1.49,2020-03-20,0.64,2020-05-25,1.12,2020-08-25,0.99
South Africa,2.75,2020-03-30,1.11,2020-06-01,1.15,2020-08-25,0.93
South Korea,2.23,2020-02-21,0.82,2020-05-06,1.08,2020-08-25,0.99
Spain,3.49,2020-03-04,0.78,2020-05-25,1.31,2020-08-25,0.93
Sweden,2.01,2020-03-17,0.93,2021-01-01,1.00,2020-08-25,0.87
Switzerland,2.34,2020-03-08,0.68,2020-05-25,1.22,2020-08-25,0.98
Turkey,2.69,2020-03-19,0.71,2020-06-01,1.07,2020-08-25,0.97
Ukraine,1.88,2020-03-23,1.00,2020-05-15,1.18,2020-08-25,0.99
United Arab Emirates,1.73,2020-04-03,0.81,2020-06-01,1.05,2020-08-25,0.97
United Kingdom,2.99,2020-03-10,0.87,2020-06-01,0.97,2020-08-25,0.88
United States,2.25,2020-03-15,0.91,2020-05-11,1.26,2020-08-25,0.94
