country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Kuwait,1.91,2020-04-16,0.90,2020-06-30,1.10,2020-08-17,0.97
Latvia,1.54,2020-03-30,0.47,2020-05-25,0.90,2020-08-17,0.88
Lithuania,1.80,2020-03-12,0.68,2020-05-25,0.90,2020-08-17,0.89
Luxembourg,1.53,2020-03-18,0.55,2020-05-25,1.33,2020-08-17,0.98
Malaysia,2.28,2020-03-08,0.60,2020-05-15,0.81,2020-08-17,0.82
Malta,1.63,2020-03-20,0.64,2020-05-25,0.94,2020-08-17,0.93
Mexico,2.41,2020-04-01,1.04,2020-06-01,1.12,2020-08-17,0.99
Moldova,1.87,2020-03-18,1.02,2020-05-15,1.13,2020-08-17,0.95
Morocco,2.14,2020-03-12,0.76,2020-06-01,1.43,2020-08-17,1.01
Netherlands,2.69,2020-03-08,0.79,2020-05-25,1.22,2020-08-17,0.99
Nigeria,1.65,2020-04-12,0.96,2020-05-15,0.96,2020-08-17,0.95
Norway,1.70,2020-03-17,0.53,2020-05-15,1.08,2020-08-17,0.97
Pakistan,1.61,2020-05-11,0.85,2020-05-20,0.84,2020-08-17,0.88
Panama,1.39,2020-03-19,0.99,2020-05-15,1.24,2020-08-17,0.94
Peru,2.26,2020-04-02,1.05,2020-06-01,1.18,2020-08-17,0.88
Philippines,1.16,2020-03-15,0.95,2020-06-01,1.26,2020-08-17,1.00
Poland,1.52,2020-03-18,0.93,2020-05-25,1.15,2020-08-17,0.99
Portugal,2.20,2020-03-10,0.78,2020-05-25,1.06,2020-08-17,0.95
Romania,1.76,2020-03-15,0.82,2020-05-25,1.37,2020-08-17,0.97
Russia,1.64,2020-04-18,0.94,2020-05-15,1.01,2020-08-17,0.95
Saudi Arabia,2.55,2020-03-22,1.14,2020-06-21,1.06,2020-08-17,0.95
Serbia,1.62,2020-03-24,0.72,2020-05-15,1.39,2020-08-17,0.93
Slovakia,1.58,2020-03-28,0.47,2020-05-25,1.22,2020-08-17,1.01
Slovenia,1.49,2020-03-20,0.63,2020-05-25,1.11,2020-08-17,0.99
South Africa,2.75,2020-03-30,1.11,2020-06-01,1.15,2020-08-17,0.95
South Korea,2.24,2020-02-21,0.82,2020-05-06,1.03,2020-08-17,0.97
Spain,3.51,2020-03-04,0.77,2020-05-25,1.31,2020-08-17,0.93
Sweden,2.01,2020-03-17,0.93,2021-01-01,1.00,2020-08-17,0.87
Switzerland,2.34,2020-03-08,0.68,2020-05-25,1.22,2020-08-17,0.98
Turkey,2.69,2020-03-19,0.71,2020-06-01,1.07,2020-08-17,0.97
Ukraine,1.88,2020-03-23,1.00,2020-05-15,1.18,2020-08-17,0.99
United Arab Emirates,1.74,2020-04-03,0.81,2020-06-01,1.04,2020-08-17,0.96
United Kingdom,3.04,2020-03-10,0.87,2020-06-01,0.97,2020-08-17,0.89
United States,2.28,2020-03-15,0.91,2020-05-09,1.25,2020-08-17,0.95
