date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region
2020-04-26,6,425,,,,,,,292,118,578,5936,2726,10631,57051,36852,81627,0.704332990511,Algeria,ALL
2020-04-27,7,432,,,,,,,281,111,563,5685,2564,10341,57332,36963,82190,0.704526761086,Algeria,ALL
2020-04-28,5,437,,,,,,,271,105,549,5449,2415,10061,57604,37068,82738,0.704701281177,Algeria,ALL
2020-04-29,7,444,,,,,,,262,99,535,5228,2277,9786,57866,37168,83272,0.704864824858,Algeria,ALL
2020-04-30,6,450,,,,,,,253,94,521,5019,2149,9514,58118,37262,83792,0.705027377298,Algeria,ALL
2020-05-01,3,453,,,,,,,244,89,508,4823,2030,9246,58363,37352,84300,0.705201620425,Algeria,ALL
2020-05-02,6,459,,,,,,,236,85,495,4639,1920,8991,58599,37437,84794,0.705404400688,Algeria,ALL
2020-05-03,4,463,,,,,,,228,81,483,4464,1817,8747,58827,37518,85276,0.705658852355,Algeria,ALL
2020-05-04,2,465,,,,,,,221,77,471,4299,1721,8514,59048,37596,85746,0.70599739114,Algeria,ALL
2020-05-05,5,470,,,,,,,214,74,459,4144,1631,8291,59262,37671,86205,0.706465798484,Algeria,ALL
2020-05-06,6,476,,,,,,,207,71,448,3996,1548,8075,59469,37742,86652,0.707128513948,Algeria,ALL
2020-05-07,7,483,,,,,,,201,68,437,3856,1470,7867,59670,37810,87089,0.70807489378,Algeria,ALL
2020-05-08,5,488,,,,,,,195,65,427,3724,1399,7669,59866,37876,87516,0.709425316354,Algeria,ALL
2020-05-09,6,494,,,,,,,190,63,417,3599,1331,7476,60055,37940,87932,0.711334265135,Algeria,ALL
2020-05-10,8,502,,,,,,,185,61,407,3481,1266,7289,60240,38001,88338,0.713984704051,Algeria,ALL
2020-05-11,5,507,,,,,,,180,59,400,3369,1207,7111,60420,38060,88738,0.71756497455,Algeria,ALL
2020-05-12,8,515,,,,,,,176,57,395,3264,1154,6943,60596,38117,89132,0.722219408562,Algeria,ALL
2020-05-13,7,522,,,,,,,172,56,390,3164,1105,6784,60768,38173,89521,0.727973417107,Algeria,ALL
2020-05-14,7,529,,,,,,,169,54,384,3071,1060,6633,60937,38228,89905,0.734657623597,Algeria,ALL
2020-05-15,7,536,,,,,,,166,53,379,2984,1019,6492,61103,38282,90284,0.741882011746,Algeria,ALL
2020-05-16,6,542,,,,,,,163,52,374,2903,982,6359,61266,38334,90658,0.747332003514,Algeria,ALL
2020-05-17,6,548,,,,,,,160,51,374,2827,948,6238,61426,38386,91032,0.7525450156,Algeria,ALL
2020-05-18,,,4,1,8,552,549,556,157,50,375,2756,917,6130,61583,38436,91406,,Algeria,ALL
2020-05-19,,,3,1,7,555,550,563,155,50,375,2690,890,6034,61738,38486,91780,,Algeria,ALL
2020-05-20,,,3,1,7,558,552,569,153,49,374,2629,865,5949,61891,38536,92154,,Algeria,ALL
2020-05-21,,,3,1,7,562,553,576,150,48,376,2572,842,5878,62041,38584,92530,,Algeria,ALL
2020-05-22,,,3,1,7,565,554,582,148,47,378,2519,821,5818,62190,38632,92907,,Algeria,ALL
2020-05-23,,,3,1,6,567,555,588,146,47,375,2470,803,5766,62336,38679,93282,,Algeria,ALL
2020-05-24,,,3,0,6,570,556,593,144,45,377,2424,785,5727,62479,38725,93659,,Algeria,ALL
2020-05-25,,,3,0,6,573,557,599,142,44,377,2381,769,5698,62621,38770,94035,,Algeria,ALL
2020-05-26,,,2,0,6,575,558,604,140,43,379,2341,753,5676,62761,38813,94413,,Algeria,ALL
2020-05-27,,,2,0,5,577,559,609,138,42,381,2302,738,5662,62898,38855,94794,,Algeria,ALL
2020-05-28,,,2,0,5,579,559,613,135,40,382,2266,722,5655,63034,38896,95175,,Algeria,ALL
2020-05-29,,,2,0,5,582,560,618,133,39,384,2230,707,5654,63167,38936,95559,,Algeria,ALL
2020-05-30,,,2,0,5,584,561,622,131,38,385,2196,691,5660,63298,38974,95943,,Algeria,ALL
2020-05-31,,,2,0,5,585,561,626,129,36,385,2162,676,5670,63427,39010,96327,,Algeria,ALL
2020-06-01,,,2,0,5,587,562,631,127,35,386,2129,660,5682,63554,39046,96713,,Algeria,ALL
2020-06-02,,,2,0,5,589,563,635,125,34,387,2096,643,5694,63679,39080,97100,,Algeria,ALL
2020-06-03,,,2,0,4,591,563,638,123,33,387,2064,626,5707,63802,39113,97487,,Algeria,ALL
2020-06-04,,,2,0,4,593,564,642,121,31,388,2032,609,5721,63922,39145,97875,,Algeria,ALL
2020-06-05,,,2,0,4,594,564,646,118,30,389,2000,591,5734,64041,39175,98263,,Algeria,ALL
2020-06-06,,,2,0,4,596,565,650,116,29,390,1968,572,5746,64157,39205,98653,,Algeria,ALL
2020-06-07,,,2,0,4,598,565,654,114,28,390,1936,553,5761,64271,39233,99042,,Algeria,ALL
2020-06-08,,,2,0,4,599,566,658,112,27,391,1904,534,5774,64383,39260,99433,,Algeria,ALL
2020-06-09,,,2,0,4,601,566,661,110,25,391,1871,515,5788,64493,39286,99823,,Algeria,ALL
2020-06-10,,,2,0,4,602,567,665,107,24,391,1839,497,5800,64600,39311,100213,,Algeria,ALL
2020-06-11,,,2,0,4,604,567,669,105,23,391,1807,478,5811,64705,39334,100604,,Algeria,ALL
2020-06-12,,,2,0,4,605,568,673,103,22,391,1775,460,5819,64808,39356,100994,,Algeria,ALL
2020-06-13,,,1,0,4,607,568,676,101,21,391,1742,442,5826,64909,39378,101384,,Algeria,ALL
2020-06-14,,,1,0,4,608,569,680,99,20,390,1709,424,5831,65008,39398,101774,,Algeria,ALL
2020-06-15,,,1,0,4,610,569,684,96,18,390,1677,406,5836,65104,39417,102163,,Algeria,ALL
2020-06-16,,,1,0,4,611,570,688,94,17,389,1644,388,5839,65198,39435,102552,,Algeria,ALL
2020-06-17,,,1,0,4,613,570,691,92,16,388,1611,371,5840,65290,39451,102939,,Algeria,ALL
2020-06-18,,,1,0,4,614,571,695,89,15,385,1577,353,5838,65379,39467,103324,,Algeria,ALL
2020-06-19,,,1,0,4,615,571,699,87,14,382,1544,336,5831,65466,39481,103705,,Algeria,ALL
2020-06-20,,,1,0,4,617,571,703,85,13,379,1510,319,5821,65551,39495,104084,,Algeria,ALL
2020-06-21,,,1,0,4,618,572,707,83,12,376,1477,302,5807,65634,39507,104459,,Algeria,ALL
2020-06-22,,,1,0,4,619,572,711,80,11,372,1443,284,5789,65714,39518,104831,,Algeria,ALL
2020-06-23,,,1,0,4,620,572,714,78,10,369,1409,268,5768,65792,39528,105200,,Algeria,ALL
2020-06-24,,,1,0,4,622,573,718,76,8,366,1375,251,5742,65867,39537,105565,,Algeria,ALL
2020-06-25,,,1,0,4,623,573,722,74,8,363,1341,234,5714,65941,39545,105927,,Algeria,ALL
2020-06-26,,,1,0,4,624,573,726,72,7,360,1307,218,5684,66013,39553,106287,,Algeria,ALL
2020-06-27,,,1,0,4,625,574,730,70,6,359,1274,203,5651,66083,39560,106645,,Algeria,ALL
2020-06-28,,,1,0,4,626,574,734,68,6,357,1242,188,5618,66151,39566,107002,,Algeria,ALL
2020-06-29,,,1,0,4,628,574,738,67,5,356,1210,173,5584,66218,39571,107357,,Algeria,ALL
2020-06-30,,,1,0,4,629,575,742,65,4,354,1179,159,5548,66283,39576,107711,,Algeria,ALL
2020-07-01,,,1,0,4,630,575,745,63,4,353,1148,146,5512,66346,39581,108063,,Algeria,ALL
2020-07-02,,,1,0,4,631,575,749,62,3,352,1118,133,5476,66408,39585,108415,,Algeria,ALL
2020-07-03,,,1,0,4,632,575,753,61,3,351,1089,121,5441,66469,39588,108765,,Algeria,ALL
2020-07-04,,,1,0,4,633,576,757,59,3,349,1061,110,5408,66528,39591,109113,,Algeria,ALL
2020-07-05,,,1,0,4,634,576,761,58,2,348,1034,99,5377,66586,39594,109461,,Algeria,ALL
2020-07-06,,,1,0,4,635,576,765,57,2,347,1009,89,5349,66642,39597,109807,,Algeria,ALL
2020-07-07,,,1,0,4,636,576,769,55,2,344,984,81,5320,66698,39599,110151,,Algeria,ALL
2020-07-08,,,1,0,4,637,576,773,54,2,341,960,73,5292,66752,39601,110492,,Algeria,ALL
2020-07-09,,,1,0,4,638,576,777,53,1,340,938,65,5267,66805,39603,110831,,Algeria,ALL
2020-07-10,,,1,0,4,639,577,780,52,1,339,917,59,5242,66858,39605,111169,,Algeria,ALL
2020-07-11,,,1,0,4,640,577,784,51,1,337,896,53,5220,66909,39606,111506,,Algeria,ALL
2020-07-12,,,1,0,4,640,577,788,50,1,336,876,47,5197,66959,39607,111842,,Algeria,ALL
2020-07-13,,,1,0,4,641,577,792,49,1,335,857,42,5175,67008,39609,112176,,Algeria,ALL
2020-07-14,,,1,0,4,642,577,795,48,1,334,839,38,5153,67056,39610,112510,,Algeria,ALL
2020-07-15,,,1,0,4,643,577,799,47,0,333,821,34,5132,67104,39611,112842,,Algeria,ALL
2020-07-16,,,1,0,4,644,577,803,47,0,331,805,30,5110,67151,39612,113173,,Algeria,ALL
2020-07-17,,,1,0,4,644,577,806,46,0,330,788,27,5088,67196,39612,113502,,Algeria,ALL
2020-07-18,,,1,0,4,645,577,810,45,0,329,773,24,5067,67241,39613,113831,,Algeria,ALL
2020-07-19,,,1,0,4,646,578,814,44,0,328,758,22,5045,67286,39614,114158,,Algeria,ALL
2020-07-20,,,1,0,4,646,578,817,44,0,327,744,19,5024,67329,39614,114484,,Algeria,ALL
2020-07-21,,,1,0,4,647,578,821,43,0,325,730,17,5002,67372,39615,114809,,Algeria,ALL
2020-07-22,,,1,0,4,648,578,824,42,0,324,717,16,4982,67415,39615,115133,,Algeria,ALL
2020-07-23,,,1,0,4,648,578,828,42,0,323,704,14,4964,67456,39616,115455,,Algeria,ALL
2020-07-24,,,1,0,4,649,578,831,41,0,322,692,12,4946,67497,39616,115776,,Algeria,ALL
2020-07-25,,,1,0,4,650,578,835,40,0,321,680,11,4928,67537,39616,116097,,Algeria,ALL
2020-07-26,,,1,0,4,650,578,838,40,0,319,669,10,4910,67577,39617,116416,,Algeria,ALL
2020-07-27,,,1,0,4,651,578,842,39,0,318,658,9,4892,67617,39617,116733,,Algeria,ALL
2020-07-28,,,1,0,4,651,578,845,39,0,317,647,8,4874,67655,39617,117050,,Algeria,ALL
2020-07-29,,,1,0,4,652,578,849,38,0,316,637,7,4856,67693,39617,117365,,Algeria,ALL
2020-07-30,,,1,0,4,652,578,852,38,0,315,627,6,4838,67731,39617,117679,,Algeria,ALL
2020-07-31,,,1,0,4,653,578,855,37,0,313,618,6,4820,67768,39618,117992,,Algeria,ALL
2020-08-01,,,1,0,4,653,578,859,37,0,311,608,5,4800,67805,39618,118302,,Algeria,ALL
2020-08-02,,,1,0,4,654,578,862,36,0,309,600,4,4781,67841,39618,118611,,Algeria,ALL
2020-08-03,,,1,0,4,654,578,866,36,0,308,591,4,4760,67877,39618,118918,,Algeria,ALL
2020-08-04,,,0,0,4,655,578,869,35,0,306,583,3,4740,67912,39618,119224,,Algeria,ALL
2020-02-13,,,,,,,,,50,40,60,50,40,60,50,40,60,1.23003773449,Argentina,ALL
2020-02-14,,,,,,,,,50,40,60,100,80,120,100,80,120,1.22990674764,Argentina,ALL
2020-02-15,,,,,,,,,50,40,60,150,120,180,150,120,180,1.22987774949,Argentina,ALL
2020-02-16,,,,,,,,,50,40,60,200,160,240,200,160,240,1.22984233233,Argentina,ALL
2020-02-17,,,,,,,,,50,40,60,250,200,300,250,200,300,1.22979907552,Argentina,ALL
2020-02-18,,,,,,,,,50,40,60,299,240,360,299,240,360,1.22974624414,Argentina,ALL
2020-02-19,,,,,,,,,50,40,60,349,280,420,349,280,420,1.22968171944,Argentina,ALL
2020-02-20,,,,,,,,,50,40,60,399,320,480,399,320,480,1.22960291395,Argentina,ALL
2020-02-21,,,,,,,,,50,40,60,449,360,540,449,360,540,1.22950666777,Argentina,ALL
2020-02-22,,,,,,,,,110,87,132,560,447,672,560,447,672,1.22938912185,Argentina,ALL
2020-02-23,,,,,,,,,110,87,132,670,535,804,670,535,804,1.22924556297,Argentina,ALL
2020-02-24,,,,,,,,,113,90,136,783,625,939,783,625,939,1.22907023407,Argentina,ALL
2020-02-25,,,,,,,,,120,95,144,903,721,1083,903,721,1083,1.22885610177,Argentina,ALL
2020-02-26,,,,,,,,,135,106,161,1038,828,1243,1038,828,1243,1.22859457073,Argentina,ALL
2020-02-27,,,,,,,,,157,124,187,1196,952,1430,1196,952,1430,1.22827513185,Argentina,ALL
2020-02-28,,,,,,,,,174,137,207,1320,1049,1576,1370,1089,1636,1.22788492682,Argentina,ALL
2020-02-29,,,,,,,,,187,147,222,1458,1156,1737,1557,1236,1857,1.22740820642,Argentina,ALL
2020-03-01,,,,,,,,,201,157,238,1609,1274,1914,1759,1394,2094,1.22682565162,Argentina,ALL
2020-03-02,,,,,,,,,217,169,255,1776,1403,2109,1976,1563,2349,1.22611351571,Argentina,ALL
2020-03-03,,,,,,,,,236,183,277,1962,1546,2325,2212,1746,2625,1.2252425311,Argentina,ALL
2020-03-04,,,,,,,,,255,197,299,2168,1704,2564,2467,1944,2924,1.22417650719,Argentina,ALL
2020-03-05,,,,,,,,,274,211,320,2392,1875,2823,2741,2155,3243,1.22287053034,Argentina,ALL
2020-03-06,,,,,,,,,293,224,341,2634,2059,3103,3034,2379,3583,1.22126867876,Argentina,ALL
2020-03-07,,,,,,,,,312,238,362,2896,2258,3405,3346,2618,3945,1.21930121788,Argentina,ALL
2020-03-08,1,1,,,,,,,333,252,386,3119,2423,3658,3678,2871,4330,1.2168814177,Argentina,ALL
2020-03-09,0,1,,,,,,,354,268,410,3363,2603,3936,4033,3139,4740,1.21390255077,Argentina,ALL
2020-03-10,0,1,,,,,,,376,283,439,3626,2796,4240,4409,3422,5178,1.21023642696,Argentina,ALL
2020-03-11,0,1,,,,,,,398,294,475,3904,2995,4571,4807,3716,5653,1.20573600332,Argentina,ALL
2020-03-12,0,1,,,,,,,420,303,513,4189,3192,4923,5228,4020,6166,1.20024567128,Argentina,ALL
2020-03-13,1,2,,,,,,,443,314,553,4474,3382,5289,5670,4334,6719,1.19362232984,Argentina,ALL
2020-03-14,0,2,,,,,,,465,324,595,4765,3569,5678,6135,4659,7313,1.18576636286,Argentina,ALL
2020-03-15,0,2,,,,,,,487,334,639,5064,3757,6095,6622,4993,7951,1.17665429576,Argentina,ALL
2020-03-16,0,2,,,,,,,508,345,682,5371,3944,6539,7130,5338,8633,1.16635949251,Argentina,ALL
2020-03-17,0,2,,,,,,,529,355,725,5683,4131,7009,7658,5694,9358,1.15505106886,Argentina,ALL
2020-03-18,0,2,,,,,,,548,366,767,5995,4314,7499,8206,6061,10124,1.14297331815,Argentina,ALL
2020-03-19,1,3,,,,,,,567,378,804,6306,4495,8004,8773,6439,10928,1.13041722518,Argentina,ALL
2020-03-20,0,3,,,,,,,584,388,824,6616,4673,8509,9357,6828,11751,1.11769453502,Argentina,ALL
2020-03-21,1,4,,,,,,,600,401,840,6923,4849,9008,9957,7229,12591,1.10511790135,Argentina,ALL
2020-03-22,0,4,,,,,,,615,414,859,7226,5025,9505,10572,7643,13450,1.09298548407,Argentina,ALL
2020-03-23,0,4,,,,,,,629,426,874,7522,5198,9994,11201,8070,14323,1.08156684062,Argentina,ALL
2020-03-24,2,6,,,,,,,642,438,888,7810,5369,10472,11842,8508,15211,1.07108754504,Argentina,ALL
2020-03-25,2,8,,,,,,,654,451,904,8087,5537,10937,12496,8960,16115,1.06171231042,Argentina,ALL
2020-03-26,1,9,,,,,,,665,464,908,8354,5707,11370,13161,9424,17023,1.05353046853,Argentina,ALL
2020-03-27,4,13,,,,,,,675,477,913,8609,5881,11769,13836,9902,17935,1.04655085583,Argentina,ALL
2020-03-28,5,18,,,,,,,686,489,916,8852,6057,12132,14522,10392,18850,1.0407112698,Argentina,ALL
2020-03-29,1,19,,,,,,,695,502,926,9082,6236,12463,15217,10895,19775,1.03590052589,Argentina,ALL
2020-03-30,4,23,,,,,,,705,515,932,9300,6417,12756,15922,11411,20707,1.03198474202,Argentina,ALL
2020-03-31,4,27,,,,,,,714,528,931,9506,6601,13005,16636,11940,21638,1.02882921905,Argentina,ALL
2020-04-01,1,28,,,,,,,723,540,922,9700,6785,13202,17358,12480,22559,1.02631190089,Argentina,ALL
2020-04-02,8,36,,,,,,,731,552,920,9883,6970,13355,18089,13032,23478,1.02432905028,Argentina,ALL
2020-04-03,3,39,,,,,,,740,563,928,10056,7156,13478,18829,13596,24405,1.02279582359,Argentina,ALL
2020-04-04,4,43,,,,,,,749,575,938,10221,7342,13592,19578,14171,25343,1.02164431518,Argentina,ALL
2020-04-05,1,44,,,,,,,757,586,948,10378,7528,13700,20335,14758,26291,1.0208207341,Argentina,ALL
2020-04-06,4,48,,,,,,,766,597,958,10529,7712,13799,21101,15355,27248,1.02028254045,Argentina,ALL
2020-04-07,8,56,,,,,,,774,609,966,10674,7894,13891,21875,15965,28213,1.01999585059,Argentina,ALL
2020-04-08,7,63,,,,,,,783,620,971,10816,8076,13974,22658,16585,29184,1.01993317547,Argentina,ALL
2020-04-09,9,72,,,,,,,792,628,985,10954,8253,14054,23451,17214,30169,1.02007147282,Argentina,ALL
2020-04-10,10,82,,,,,,,801,633,997,11091,8422,14143,24252,17847,31165,1.02039048784,Argentina,ALL
2020-04-11,1,83,,,,,,,810,632,1015,11225,8577,14246,25062,18480,32180,1.02087137687,Argentina,ALL
2020-04-12,7,90,,,,,,,820,632,1030,11360,8720,14359,25882,19112,33209,1.0214956278,Argentina,ALL
2020-04-13,7,97,,,,,,,829,630,1047,11494,8847,14481,26711,19743,34256,1.02224429753,Argentina,ALL
2020-04-14,5,102,,,,,,,839,632,1061,11628,8964,14609,27550,20376,35316,1.02309757889,Argentina,ALL
2020-04-15,9,111,,,,,,,849,631,1081,11764,9067,14759,28399,21007,36396,1.02403468963,Argentina,ALL
2020-04-16,4,115,,,,,,,860,630,1102,11901,9157,14939,29259,21637,37498,1.0250340527,Argentina,ALL
2020-04-17,8,123,,,,,,,870,632,1123,12039,9237,15142,30129,22270,38620,1.02607371566,Argentina,ALL
2020-04-18,6,129,,,,,,,881,630,1144,12180,9304,15359,31010,22900,39763,1.02713194207,Argentina,ALL
2020-04-19,3,132,,,,,,,892,630,1166,12324,9360,15586,31902,23531,40928,1.02818790073,Argentina,ALL
2020-04-20,4,136,,,,,,,904,623,1187,12470,9396,15825,32806,24154,42115,1.02922237622,Argentina,ALL
2020-04-21,11,147,,,,,,,915,616,1208,12620,9414,16075,33721,24770,43323,1.03021842705,Argentina,ALL
2020-04-22,5,152,,,,,,,927,609,1229,12773,9415,16338,34648,25380,44551,1.03116192414,Argentina,ALL
2020-04-23,13,165,,,,,,,939,603,1251,12929,9398,16617,35587,25983,45801,1.03203189962,Argentina,ALL
2020-04-24,11,176,,,,,,,952,596,1280,13088,9366,16912,36539,26580,47081,1.03283124241,Argentina,ALL
2020-04-25,9,185,,,,,,,964,590,1308,13252,9323,17223,37503,27171,48388,1.0335515494,Argentina,ALL
2020-04-26,7,192,,,,,,,977,584,1341,13419,9275,17549,38480,27755,49729,1.03419460614,Argentina,ALL
2020-04-27,5,197,,,,,,,990,579,1375,13589,9222,17895,39471,28334,51103,1.03476371283,Argentina,ALL
