date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean,country,region
2020-03-06,,,,,US,GA
2020-03-07,,,,,US,GA
2020-03-08,,,,,US,GA
2020-03-09,,,,,US,GA
2020-03-10,,,,,US,GA
2020-03-11,,,,,US,GA
2020-03-12,,,,,US,GA
2020-03-13,1,1,,,US,GA
2020-03-14,0,1,,,US,GA
2020-03-15,0,1,,,US,GA
2020-03-16,0,1,,,US,GA
2020-03-17,0,1,,,US,GA
2020-03-18,0,1,,,US,GA
2020-03-19,9,10,,,US,GA
2020-03-20,3,13,,,US,GA
2020-03-21,1,14,,,US,GA
2020-03-22,9,23,,,US,GA
2020-03-23,2,25,,,US,GA
2020-03-24,7,32,,,US,GA
2020-03-25,8,40,,,US,GA
2020-03-26,8,48,,,US,GA
2020-03-27,16,64,,,US,GA
2020-03-28,5,69,,,US,GA
2020-03-29,11,80,,,US,GA
2020-03-30,7,87,,,US,GA
2020-03-31,24,111,,,US,GA
2020-04-01,28,139,,,US,GA
2020-04-02,,,29,168,US,GA
2020-04-03,,,34,202,US,GA
2020-04-04,,,39,241,US,GA
2020-04-05,,,43,284,US,GA
2020-04-06,,,47,331,US,GA
2020-04-07,,,51,382,US,GA
2020-04-08,,,53,435,US,GA
2020-04-09,,,54,489,US,GA
2020-04-10,,,53,542,US,GA
2020-04-11,,,51,593,US,GA
2020-04-12,,,49,642,US,GA
2020-04-13,,,45,687,US,GA
2020-04-14,,,41,728,US,GA
2020-04-15,,,38,766,US,GA
2020-04-16,,,34,800,US,GA
2020-04-17,,,30,830,US,GA
2020-04-18,,,27,857,US,GA
2020-04-19,,,24,881,US,GA
2020-04-20,,,21,902,US,GA
2020-04-21,,,18,920,US,GA
2020-04-22,,,16,936,US,GA
2020-04-23,,,14,950,US,GA
2020-04-24,,,13,963,US,GA
2020-04-25,,,11,974,US,GA
2020-04-26,,,10,984,US,GA
2020-04-27,,,8,992,US,GA
2020-04-28,,,7,999,US,GA
2020-04-29,,,7,1006,US,GA
2020-04-30,,,6,1012,US,GA
2020-05-01,,,5,1017,US,GA
2020-05-02,,,4,1021,US,GA
2020-05-03,,,4,1025,US,GA
2020-05-04,,,3,1028,US,GA
2020-05-05,,,3,1031,US,GA
2020-05-06,,,3,1034,US,GA
2020-05-07,,,2,1036,US,GA
2020-05-08,,,2,1038,US,GA
2020-05-09,,,2,1040,US,GA
2020-05-10,,,2,1042,US,GA
2020-05-11,,,1,1043,US,GA
2020-05-12,,,1,1044,US,GA
2020-05-13,,,1,1045,US,GA
2020-05-14,,,1,1046,US,GA
2020-05-15,,,1,1047,US,GA
2020-05-16,,,1,1048,US,GA
2020-05-17,,,1,1049,US,GA
2020-05-18,,,1,1050,US,GA
2020-05-19,,,1,1051,US,GA
2020-05-20,,,1,1052,US,GA
2020-05-21,,,1,1053,US,GA
2020-05-22,,,1,1054,US,GA
2020-05-23,,,1,1055,US,GA
2020-05-24,,,1,1056,US,GA
2020-05-25,,,0,1056,US,GA
2020-05-26,,,0,1056,US,GA
2020-05-27,,,0,1056,US,GA
2020-05-28,,,0,1056,US,GA
2020-05-29,,,0,1056,US,GA
2020-05-30,,,0,1056,US,GA
2020-05-31,,,0,1056,US,GA
2020-06-01,,,0,1056,US,GA
2020-06-02,,,0,1056,US,GA
2020-06-03,,,0,1056,US,GA
2020-06-04,,,0,1056,US,GA
2020-06-05,,,0,1056,US,GA
2020-06-06,,,0,1056,US,GA
2020-06-07,,,0,1056,US,GA
2020-06-08,,,0,1056,US,GA
2020-06-09,,,0,1056,US,GA
2020-06-10,,,0,1056,US,GA
2020-06-11,,,0,1056,US,GA
2020-06-12,,,0,1056,US,GA
2020-06-13,,,0,1056,US,GA
2020-06-14,,,0,1056,US,GA
2020-06-15,,,0,1056,US,GA
2020-06-16,,,0,1056,US,GA
2020-06-17,,,0,1056,US,GA
2020-06-18,,,0,1056,US,GA
2020-06-19,,,0,1056,US,GA
2020-06-20,,,0,1056,US,GA
2020-06-21,,,0,1056,US,GA
2020-06-22,,,0,1056,US,GA
2020-06-23,,,0,1056,US,GA
2020-06-24,,,0,1056,US,GA
2020-06-25,,,0,1056,US,GA
2020-06-26,,,0,1056,US,GA
2020-06-27,,,0,1056,US,GA
2020-06-28,,,0,1056,US,GA
2020-06-29,,,0,1056,US,GA
2020-06-30,,,0,1056,US,GA
2020-02-27,,,,,US,GU
2020-02-28,,,,,US,GU
2020-02-29,,,,,US,GU
2020-03-01,,,,,US,GU
2020-03-02,,,,,US,GU
2020-03-03,,,,,US,GU
2020-03-04,,,,,US,GU
2020-03-05,,,,,US,GU
2020-03-06,,,,,US,GU
2020-03-07,,,,,US,GU
2020-03-08,,,,,US,GU
2020-03-09,,,,,US,GU
2020-03-10,,,,,US,GU
2020-03-11,,,,,US,GU
2020-03-12,,,,,US,GU
2020-03-13,,,,,US,GU
2020-03-14,,,,,US,GU
2020-03-15,,,,,US,GU
2020-03-16,,,,,US,GU
2020-03-17,,,,,US,GU
2020-03-18,,,,,US,GU
2020-03-19,,,,,US,GU
2020-03-20,,,,,US,GU
2020-03-21,,,,,US,GU
2020-03-22,1,1,,,US,GU
2020-03-23,0,1,,,US,GU
2020-03-24,0,1,,,US,GU
2020-03-25,0,1,,,US,GU
2020-03-26,0,1,,,US,GU
2020-03-27,0,1,,,US,GU
2020-03-28,0,1,,,US,GU
2020-03-29,0,1,,,US,GU
2020-03-30,0,1,,,US,GU
2020-03-31,1,2,,,US,GU
2020-04-01,1,3,,,US,GU
2020-04-02,,,1,4,US,GU
2020-04-03,,,1,5,US,GU
2020-04-04,,,1,6,US,GU
2020-04-05,,,1,7,US,GU
2020-04-06,,,1,8,US,GU
2020-04-07,,,1,9,US,GU
2020-04-08,,,1,10,US,GU
2020-04-09,,,1,11,US,GU
2020-04-10,,,1,12,US,GU
2020-04-11,,,1,13,US,GU
2020-04-12,,,1,14,US,GU
2020-04-13,,,1,15,US,GU
2020-04-14,,,1,16,US,GU
2020-04-15,,,1,17,US,GU
2020-04-16,,,1,18,US,GU
2020-04-17,,,0,18,US,GU
2020-04-18,,,0,18,US,GU
2020-04-19,,,0,18,US,GU
2020-04-20,,,0,18,US,GU
2020-04-21,,,0,18,US,GU
2020-04-22,,,0,18,US,GU
2020-04-23,,,0,18,US,GU
2020-04-24,,,0,18,US,GU
2020-04-25,,,0,18,US,GU
2020-04-26,,,0,18,US,GU
2020-04-27,,,0,18,US,GU
2020-04-28,,,0,18,US,GU
2020-04-29,,,0,18,US,GU
2020-04-30,,,0,18,US,GU
2020-05-01,,,0,18,US,GU
2020-05-02,,,0,18,US,GU
2020-05-03,,,0,18,US,GU
2020-05-04,,,0,18,US,GU
2020-05-05,,,0,18,US,GU
2020-05-06,,,0,18,US,GU
2020-05-07,,,0,18,US,GU
2020-05-08,,,0,18,US,GU
2020-05-09,,,0,18,US,GU
2020-05-10,,,0,18,US,GU
2020-05-11,,,0,18,US,GU
2020-05-12,,,0,18,US,GU
2020-05-13,,,0,18,US,GU
2020-05-14,,,0,18,US,GU
2020-05-15,,,0,18,US,GU
2020-05-16,,,0,18,US,GU
2020-05-17,,,0,18,US,GU
2020-05-18,,,0,18,US,GU
2020-05-19,,,0,18,US,GU
2020-05-20,,,0,18,US,GU
2020-05-21,,,0,18,US,GU
2020-05-22,,,0,18,US,GU
2020-05-23,,,0,18,US,GU
2020-05-24,,,0,18,US,GU
2020-05-25,,,0,18,US,GU
2020-05-26,,,0,18,US,GU
2020-05-27,,,0,18,US,GU
2020-05-28,,,0,18,US,GU
2020-05-29,,,0,18,US,GU
2020-05-30,,,0,18,US,GU
2020-05-31,,,0,18,US,GU
2020-06-01,,,0,18,US,GU
2020-06-02,,,0,18,US,GU
2020-06-03,,,0,18,US,GU
2020-06-04,,,0,18,US,GU
2020-06-05,,,0,18,US,GU
2020-06-06,,,0,18,US,GU
2020-06-07,,,0,18,US,GU
2020-06-08,,,0,18,US,GU
2020-06-09,,,0,18,US,GU
2020-06-10,,,0,18,US,GU
2020-06-11,,,0,18,US,GU
2020-06-12,,,0,18,US,GU
2020-06-13,,,0,18,US,GU
2020-06-14,,,0,18,US,GU
2020-06-15,,,0,18,US,GU
2020-06-16,,,0,18,US,GU
2020-06-17,,,0,18,US,GU
2020-06-18,,,0,18,US,GU
2020-06-19,,,0,18,US,GU
2020-06-20,,,0,18,US,GU
2020-06-21,,,0,18,US,GU
2020-06-22,,,0,18,US,GU
2020-06-23,,,0,18,US,GU
2020-06-24,,,0,18,US,GU
2020-06-25,,,0,18,US,GU
2020-06-26,,,0,18,US,GU
2020-06-27,,,0,18,US,GU
2020-06-28,,,0,18,US,GU
2020-06-29,,,0,18,US,GU
2020-06-30,,,0,18,US,GU
2020-03-01,,,,,US,HI
2020-03-02,,,,,US,HI
2020-03-03,,,,,US,HI
2020-03-04,,,,,US,HI
2020-03-05,,,,,US,HI
2020-03-06,,,,,US,HI
2020-03-07,,,,,US,HI
2020-03-08,,,,,US,HI
2020-03-09,,,,,US,HI
2020-03-10,,,,,US,HI
2020-03-11,,,,,US,HI
2020-03-12,,,,,US,HI
2020-03-13,,,,,US,HI
2020-03-14,,,,,US,HI
2020-03-15,,,,,US,HI
2020-03-16,,,,,US,HI
2020-03-17,,,,,US,HI
2020-03-18,,,,,US,HI
2020-03-19,,,,,US,HI
2020-03-20,,,,,US,HI
2020-03-21,,,,,US,HI
2020-03-22,,,,,US,HI
2020-03-23,,,,,US,HI
2020-03-24,,,,,US,HI
2020-03-25,,,,,US,HI
2020-03-26,,,,,US,HI
2020-03-27,,,,,US,HI
2020-03-28,,,,,US,HI
2020-03-29,,,,,US,HI
2020-03-30,,,,,US,HI
2020-03-31,,,,,US,HI
2020-04-01,1,1,,,US,HI
2020-04-02,,,1,2,US,HI
2020-04-03,,,2,4,US,HI
2020-04-04,,,2,6,US,HI
2020-04-05,,,2,8,US,HI
2020-04-06,,,2,10,US,HI
2020-04-07,,,2,12,US,HI
2020-04-08,,,2,14,US,HI
2020-04-09,,,2,16,US,HI
2020-04-10,,,2,18,US,HI
2020-04-11,,,2,20,US,HI
2020-04-12,,,2,22,US,HI
2020-04-13,,,2,24,US,HI
2020-04-14,,,2,26,US,HI
2020-04-15,,,2,28,US,HI
2020-04-16,,,1,29,US,HI
2020-04-17,,,1,30,US,HI
2020-04-18,,,1,31,US,HI
2020-04-19,,,1,32,US,HI
2020-04-20,,,1,33,US,HI
2020-04-21,,,1,34,US,HI
2020-04-22,,,1,35,US,HI
2020-04-23,,,1,36,US,HI
2020-04-24,,,1,37,US,HI
2020-04-25,,,1,38,US,HI
2020-04-26,,,1,39,US,HI
2020-04-27,,,1,40,US,HI
2020-04-28,,,1,41,US,HI
2020-04-29,,,1,42,US,HI
2020-04-30,,,1,43,US,HI
2020-05-01,,,1,44,US,HI
2020-05-02,,,1,45,US,HI
2020-05-03,,,1,46,US,HI
2020-05-04,,,1,47,US,HI
2020-05-05,,,1,48,US,HI
2020-05-06,,,1,49,US,HI
2020-05-07,,,1,50,US,HI
2020-05-08,,,1,51,US,HI
2020-05-09,,,1,52,US,HI
2020-05-10,,,1,53,US,HI
2020-05-11,,,1,54,US,HI
2020-05-12,,,1,55,US,HI
2020-05-13,,,1,56,US,HI
2020-05-14,,,1,57,US,HI
2020-05-15,,,1,58,US,HI
2020-05-16,,,1,59,US,HI
2020-05-17,,,1,60,US,HI
2020-05-18,,,1,61,US,HI
2020-05-19,,,1,62,US,HI
2020-05-20,,,1,63,US,HI
2020-05-21,,,1,64,US,HI
2020-05-22,,,1,65,US,HI
2020-05-23,,,1,66,US,HI
2020-05-24,,,1,67,US,HI
2020-05-25,,,1,68,US,HI
2020-05-26,,,1,69,US,HI
2020-05-27,,,1,70,US,HI
2020-05-28,,,0,70,US,HI
2020-05-29,,,0,70,US,HI
2020-05-30,,,0,70,US,HI
2020-05-31,,,0,70,US,HI
2020-06-01,,,0,70,US,HI
2020-06-02,,,0,70,US,HI
2020-06-03,,,0,70,US,HI
2020-06-04,,,0,70,US,HI
2020-06-05,,,0,70,US,HI
2020-06-06,,,0,70,US,HI
2020-06-07,,,0,70,US,HI
2020-06-08,,,0,70,US,HI
2020-06-09,,,0,70,US,HI
2020-06-10,,,0,70,US,HI
2020-06-11,,,0,70,US,HI
2020-06-12,,,0,70,US,HI
2020-06-13,,,0,70,US,HI
2020-06-14,,,0,70,US,HI
2020-06-15,,,0,70,US,HI
2020-06-16,,,0,70,US,HI
2020-06-17,,,0,70,US,HI
2020-06-18,,,0,70,US,HI
2020-06-19,,,0,70,US,HI
2020-06-20,,,0,70,US,HI
2020-06-21,,,0,70,US,HI
2020-06-22,,,0,70,US,HI
2020-06-23,,,0,70,US,HI
2020-06-24,,,0,70,US,HI
2020-06-25,,,0,70,US,HI
2020-06-26,,,0,70,US,HI
2020-06-27,,,0,70,US,HI
2020-06-28,,,0,70,US,HI
2020-06-29,,,0,70,US,HI
2020-06-30,,,0,70,US,HI
2020-03-01,,,,,US,IA
2020-03-02,,,,,US,IA
2020-03-03,,,,,US,IA
2020-03-04,,,,,US,IA
2020-03-05,,,,,US,IA
2020-03-06,,,,,US,IA
2020-03-07,,,,,US,IA
2020-03-08,,,,,US,IA
2020-03-09,,,,,US,IA
2020-03-10,,,,,US,IA
2020-03-11,,,,,US,IA
2020-03-12,,,,,US,IA
2020-03-13,,,,,US,IA
2020-03-14,,,,,US,IA
2020-03-15,,,,,US,IA
2020-03-16,,,,,US,IA
2020-03-17,,,,,US,IA
2020-03-18,,,,,US,IA
2020-03-19,,,,,US,IA
2020-03-20,,,,,US,IA
2020-03-21,,,,,US,IA
2020-03-22,,,,,US,IA
2020-03-23,,,,,US,IA
2020-03-24,,,,,US,IA
2020-03-25,1,1,,,US,IA
2020-03-26,0,1,,,US,IA
2020-03-27,2,3,,,US,IA
2020-03-28,0,3,,,US,IA
2020-03-29,1,4,,,US,IA
2020-03-30,2,6,,,US,IA
2020-03-31,1,7,,,US,IA
2020-04-01,2,9,,,US,IA
2020-04-02,,,2,11,US,IA
2020-04-03,,,2,13,US,IA
2020-04-04,,,2,15,US,IA
2020-04-05,,,2,17,US,IA
2020-04-06,,,3,20,US,IA
2020-04-07,,,3,23,US,IA
2020-04-08,,,3,26,US,IA
2020-04-09,,,3,29,US,IA
2020-04-10,,,3,32,US,IA
2020-04-11,,,3,35,US,IA
2020-04-12,,,3,38,US,IA
2020-04-13,,,3,41,US,IA
2020-04-14,,,3,44,US,IA
2020-04-15,,,2,46,US,IA
2020-04-16,,,2,48,US,IA
2020-04-17,,,2,50,US,IA
2020-04-18,,,2,52,US,IA
2020-04-19,,,2,54,US,IA
2020-04-20,,,2,56,US,IA
2020-04-21,,,1,57,US,IA
2020-04-22,,,1,58,US,IA
2020-04-23,,,1,59,US,IA
2020-04-24,,,1,60,US,IA
2020-04-25,,,1,61,US,IA
2020-04-26,,,1,62,US,IA
2020-04-27,,,1,63,US,IA
2020-04-28,,,1,64,US,IA
2020-04-29,,,1,65,US,IA
2020-04-30,,,1,66,US,IA
2020-05-01,,,1,67,US,IA
2020-05-02,,,1,68,US,IA
2020-05-03,,,1,69,US,IA
2020-05-04,,,1,70,US,IA
2020-05-05,,,1,71,US,IA
2020-05-06,,,1,72,US,IA
2020-05-07,,,1,73,US,IA
2020-05-08,,,1,74,US,IA
2020-05-09,,,1,75,US,IA
2020-05-10,,,1,76,US,IA
2020-05-11,,,1,77,US,IA
2020-05-12,,,1,78,US,IA
2020-05-13,,,1,79,US,IA
2020-05-14,,,1,80,US,IA
2020-05-15,,,1,81,US,IA
2020-05-16,,,1,82,US,IA
2020-05-17,,,1,83,US,IA
2020-05-18,,,1,84,US,IA
2020-05-19,,,1,85,US,IA
2020-05-20,,,1,86,US,IA
2020-05-21,,,1,87,US,IA
2020-05-22,,,1,88,US,IA
2020-05-23,,,1,89,US,IA
2020-05-24,,,1,90,US,IA
2020-05-25,,,1,91,US,IA
2020-05-26,,,1,92,US,IA
2020-05-27,,,1,93,US,IA
2020-05-28,,,0,93,US,IA
2020-05-29,,,0,93,US,IA
2020-05-30,,,0,93,US,IA
2020-05-31,,,0,93,US,IA
2020-06-01,,,0,93,US,IA
2020-06-02,,,0,93,US,IA
2020-06-03,,,0,93,US,IA
2020-06-04,,,0,93,US,IA
2020-06-05,,,0,93,US,IA
2020-06-06,,,0,93,US,IA
2020-06-07,,,0,93,US,IA
2020-06-08,,,0,93,US,IA
2020-06-09,,,0,93,US,IA
2020-06-10,,,0,93,US,IA
2020-06-11,,,0,93,US,IA
2020-06-12,,,0,93,US,IA
2020-06-13,,,0,93,US,IA
2020-06-14,,,0,93,US,IA
2020-06-15,,,0,93,US,IA
2020-06-16,,,0,93,US,IA
2020-06-17,,,0,93,US,IA
2020-06-18,,,0,93,US,IA
2020-06-19,,,0,93,US,IA
2020-06-20,,,0,93,US,IA
2020-06-21,,,0,93,US,IA
2020-06-22,,,0,93,US,IA
2020-06-23,,,0,93,US,IA
2020-06-24,,,0,93,US,IA
2020-06-25,,,0,93,US,IA
2020-06-26,,,0,93,US,IA
2020-06-27,,,0,93,US,IA
2020-06-28,,,0,93,US,IA
2020-06-29,,,0,93,US,IA
2020-06-30,,,0,93,US,IA
2020-02-28,,,,,US,ID
2020-02-29,,,,,US,ID
2020-03-01,,,,,US,ID
2020-03-02,,,,,US,ID
2020-03-03,,,,,US,ID
2020-03-04,,,,,US,ID
2020-03-05,,,,,US,ID
2020-03-06,,,,,US,ID
2020-03-07,,,,,US,ID
2020-03-08,,,,,US,ID
2020-03-09,,,,,US,ID
2020-03-10,,,,,US,ID
2020-03-11,,,,,US,ID
2020-03-12,,,,,US,ID
2020-03-13,,,,,US,ID
2020-03-14,,,,,US,ID
2020-03-15,,,,,US,ID
2020-03-16,,,,,US,ID
2020-03-17,,,,,US,ID
2020-03-18,,,,,US,ID
2020-03-19,,,,,US,ID
2020-03-20,,,,,US,ID
2020-03-21,,,,,US,ID
2020-03-22,,,,,US,ID
2020-03-23,,,,,US,ID
2020-03-24,,,,,US,ID
2020-03-25,,,,,US,ID
2020-03-26,,,,,US,ID
2020-03-27,3,3,,,US,ID
2020-03-28,1,4,,,US,ID
2020-03-29,1,5,,,US,ID
2020-03-30,1,6,,,US,ID
2020-03-31,1,7,,,US,ID
2020-04-01,2,9,,,US,ID
2020-04-02,,,2,11,US,ID
2020-04-03,,,2,13,US,ID
2020-04-04,,,2,15,US,ID
2020-04-05,,,2,17,US,ID
2020-04-06,,,2,19,US,ID
2020-04-07,,,2,21,US,ID
2020-04-08,,,2,23,US,ID
2020-04-09,,,2,25,US,ID
2020-04-10,,,2,27,US,ID
2020-04-11,,,2,29,US,ID
2020-04-12,,,2,31,US,ID
2020-04-13,,,2,33,US,ID
2020-04-14,,,2,35,US,ID
2020-04-15,,,2,37,US,ID
2020-04-16,,,2,39,US,ID
2020-04-17,,,2,41,US,ID
2020-04-18,,,1,42,US,ID
2020-04-19,,,1,43,US,ID
2020-04-20,,,1,44,US,ID
2020-04-21,,,1,45,US,ID
2020-04-22,,,1,46,US,ID
2020-04-23,,,1,47,US,ID
2020-04-24,,,1,48,US,ID
2020-04-25,,,1,49,US,ID
2020-04-26,,,1,50,US,ID
2020-04-27,,,1,51,US,ID
2020-04-28,,,1,52,US,ID
2020-04-29,,,1,53,US,ID
2020-04-30,,,1,54,US,ID
2020-05-01,,,1,55,US,ID
2020-05-02,,,1,56,US,ID
2020-05-03,,,1,57,US,ID
2020-05-04,,,1,58,US,ID
2020-05-05,,,1,59,US,ID
2020-05-06,,,1,60,US,ID
2020-05-07,,,1,61,US,ID
2020-05-08,,,1,62,US,ID
2020-05-09,,,1,63,US,ID
2020-05-10,,,1,64,US,ID
2020-05-11,,,1,65,US,ID
2020-05-12,,,1,66,US,ID
2020-05-13,,,1,67,US,ID
2020-05-14,,,1,68,US,ID
2020-05-15,,,1,69,US,ID
2020-05-16,,,1,70,US,ID
2020-05-17,,,1,71,US,ID
2020-05-18,,,1,72,US,ID
2020-05-19,,,1,73,US,ID
2020-05-20,,,1,74,US,ID
2020-05-21,,,1,75,US,ID
2020-05-22,,,1,76,US,ID
2020-05-23,,,1,77,US,ID
2020-05-24,,,1,78,US,ID
2020-05-25,,,1,79,US,ID
2020-05-26,,,1,80,US,ID
2020-05-27,,,0,80,US,ID
2020-05-28,,,0,80,US,ID
2020-05-29,,,0,80,US,ID
2020-05-30,,,0,80,US,ID
2020-05-31,,,0,80,US,ID
2020-06-01,,,0,80,US,ID
2020-06-02,,,0,80,US,ID
2020-06-03,,,0,80,US,ID
2020-06-04,,,0,80,US,ID
2020-06-05,,,0,80,US,ID
2020-06-06,,,0,80,US,ID
2020-06-07,,,0,80,US,ID
2020-06-08,,,0,80,US,ID
2020-06-09,,,0,80,US,ID
2020-06-10,,,0,80,US,ID
2020-06-11,,,0,80,US,ID
2020-06-12,,,0,80,US,ID
2020-06-13,,,0,80,US,ID
2020-06-14,,,0,80,US,ID
2020-06-15,,,0,80,US,ID
2020-06-16,,,0,80,US,ID
2020-06-17,,,0,80,US,ID
2020-06-18,,,0,80,US,ID
2020-06-19,,,0,80,US,ID
2020-06-20,,,0,80,US,ID
2020-06-21,,,0,80,US,ID
2020-06-22,,,0,80,US,ID
2020-06-23,,,0,80,US,ID
2020-06-24,,,0,80,US,ID
2020-06-25,,,0,80,US,ID
2020-06-26,,,0,80,US,ID
2020-06-27,,,0,80,US,ID
2020-06-28,,,0,80,US,ID
2020-06-29,,,0,80,US,ID
2020-06-30,,,0,80,US,ID
2020-02-22,,,,,US,IL
2020-02-23,,,,,US,IL
2020-02-24,,,,,US,IL
2020-02-25,,,,,US,IL
2020-02-26,,,,,US,IL
2020-02-27,,,,,US,IL
2020-02-28,,,,,US,IL
2020-02-29,,,,,US,IL
2020-03-01,,,,,US,IL
2020-03-02,,,,,US,IL
2020-03-03,,,,,US,IL
2020-03-04,,,,,US,IL
2020-03-05,,,,,US,IL
2020-03-06,,,,,US,IL
2020-03-07,,,,,US,IL
2020-03-08,,,,,US,IL
2020-03-09,,,,,US,IL
2020-03-10,,,,,US,IL
2020-03-11,,,,,US,IL
2020-03-12,,,,,US,IL
2020-03-13,,,,,US,IL
2020-03-14,,,,,US,IL
2020-03-15,,,,,US,IL
2020-03-16,,,,,US,IL
2020-03-17,1,1,,,US,IL
2020-03-18,0,1,,,US,IL
2020-03-19,3,4,,,US,IL
2020-03-20,1,5,,,US,IL
2020-03-21,1,6,,,US,IL
2020-03-22,3,9,,,US,IL
2020-03-23,3,12,,,US,IL
2020-03-24,4,16,,,US,IL
2020-03-25,3,19,,,US,IL
2020-03-26,7,26,,,US,IL
2020-03-27,8,34,,,US,IL
2020-03-28,13,47,,,US,IL
2020-03-29,18,65,,,US,IL
2020-03-30,8,73,,,US,IL
2020-03-31,26,99,,,US,IL
2020-04-01,42,141,,,US,IL
2020-04-02,,,40,181,US,IL
2020-04-03,,,46,227,US,IL
2020-04-04,,,52,279,US,IL
2020-04-05,,,56,335,US,IL
2020-04-06,,,59,394,US,IL
2020-04-07,,,60,454,US,IL
2020-04-08,,,59,513,US,IL
2020-04-09,,,57,570,US,IL
2020-04-10,,,54,624,US,IL
2020-04-11,,,49,673,US,IL
2020-04-12,,,45,718,US,IL
2020-04-13,,,41,759,US,IL
2020-04-14,,,36,795,US,IL
2020-04-15,,,32,827,US,IL
2020-04-16,,,29,856,US,IL
2020-04-17,,,26,882,US,IL
2020-04-18,,,23,905,US,IL
2020-04-19,,,20,925,US,IL
2020-04-20,,,18,943,US,IL
2020-04-21,,,16,959,US,IL
2020-04-22,,,14,973,US,IL
2020-04-23,,,13,986,US,IL
2020-04-24,,,12,998,US,IL
2020-04-25,,,10,1008,US,IL
2020-04-26,,,9,1017,US,IL
2020-04-27,,,8,1025,US,IL
2020-04-28,,,8,1033,US,IL
2020-04-29,,,7,1040,US,IL
2020-04-30,,,6,1046,US,IL
2020-05-01,,,6,1052,US,IL
2020-05-02,,,5,1057,US,IL
2020-05-03,,,5,1062,US,IL
2020-05-04,,,5,1067,US,IL
2020-05-05,,,4,1071,US,IL
2020-05-06,,,4,1075,US,IL
2020-05-07,,,4,1079,US,IL
2020-05-08,,,3,1082,US,IL
2020-05-09,,,3,1085,US,IL
2020-05-10,,,3,1088,US,IL
2020-05-11,,,3,1091,US,IL
2020-05-12,,,3,1094,US,IL
2020-05-13,,,3,1097,US,IL
2020-05-14,,,2,1099,US,IL
2020-05-15,,,2,1101,US,IL
2020-05-16,,,2,1103,US,IL
2020-05-17,,,2,1105,US,IL
2020-05-18,,,2,1107,US,IL
2020-05-19,,,2,1109,US,IL
2020-05-20,,,2,1111,US,IL
2020-05-21,,,2,1113,US,IL
2020-05-22,,,2,1115,US,IL
2020-05-23,,,2,1117,US,IL
2020-05-24,,,2,1119,US,IL
2020-05-25,,,2,1121,US,IL
2020-05-26,,,2,1123,US,IL
2020-05-27,,,1,1124,US,IL
2020-05-28,,,1,1125,US,IL
2020-05-29,,,1,1126,US,IL
2020-05-30,,,1,1127,US,IL
2020-05-31,,,1,1128,US,IL
2020-06-01,,,1,1129,US,IL
2020-06-02,,,1,1130,US,IL
2020-06-03,,,1,1131,US,IL
2020-06-04,,,1,1132,US,IL
2020-06-05,,,1,1133,US,IL
2020-06-06,,,1,1134,US,IL
2020-06-07,,,1,1135,US,IL
2020-06-08,,,1,1136,US,IL
2020-06-09,,,1,1137,US,IL
2020-06-10,,,1,1138,US,IL
2020-06-11,,,1,1139,US,IL
2020-06-12,,,1,1140,US,IL
2020-06-13,,,1,1141,US,IL
2020-06-14,,,1,1142,US,IL
2020-06-15,,,1,1143,US,IL
2020-06-16,,,1,1144,US,IL
2020-06-17,,,1,1145,US,IL
2020-06-18,,,1,1146,US,IL
2020-06-19,,,1,1147,US,IL
2020-06-20,,,1,1148,US,IL
2020-06-21,,,1,1149,US,IL
2020-06-22,,,1,1150,US,IL
2020-06-23,,,1,1151,US,IL
2020-06-24,,,1,1152,US,IL
2020-06-25,,,1,1153,US,IL
2020-06-26,,,0,1153,US,IL
2020-06-27,,,0,1153,US,IL
2020-06-28,,,0,1153,US,IL
2020-06-29,,,0,1153,US,IL
2020-06-30,,,0,1153,US,IL
2020-02-20,,,,,US,IN
2020-02-21,,,,,US,IN
2020-02-22,,,,,US,IN
2020-02-23,,,,,US,IN
2020-02-24,,,,,US,IN
2020-02-25,,,,,US,IN
2020-02-26,,,,,US,IN
2020-02-27,,,,,US,IN
2020-02-28,,,,,US,IN
2020-02-29,,,,,US,IN
2020-03-01,,,,,US,IN
2020-03-02,,,,,US,IN
2020-03-03,,,,,US,IN
2020-03-04,,,,,US,IN
2020-03-05,,,,,US,IN
2020-03-06,,,,,US,IN
2020-03-07,,,,,US,IN
2020-03-08,,,,,US,IN
2020-03-09,,,,,US,IN
2020-03-10,,,,,US,IN
2020-03-11,,,,,US,IN
2020-03-12,,,,,US,IN
2020-03-13,,,,,US,IN
2020-03-14,,,,,US,IN
2020-03-15,,,,,US,IN
2020-03-16,1,1,,,US,IN
2020-03-17,1,2,,,US,IN
2020-03-18,0,2,,,US,IN
2020-03-19,0,2,,,US,IN
2020-03-20,0,2,,,US,IN
2020-03-21,2,4,,,US,IN
2020-03-22,2,6,,,US,IN
2020-03-23,1,7,,,US,IN
2020-03-24,5,12,,,US,IN
2020-03-25,2,14,,,US,IN
2020-03-26,3,17,,,US,IN
2020-03-27,7,24,,,US,IN
2020-03-28,7,31,,,US,IN
2020-03-29,1,32,,,US,IN
2020-03-30,3,35,,,US,IN
2020-03-31,14,49,,,US,IN
2020-04-01,16,65,,,US,IN
2020-04-02,,,16,81,US,IN
2020-04-03,,,18,99,US,IN
2020-04-04,,,21,120,US,IN
2020-04-05,,,23,143,US,IN
