target,location,location_name,type,quantile,value
3 day ahead cum,US,US,quantile,0.75,35414.96253411614
3 day ahead cum,US,US,quantile,0.8,35605.6514181001
3 day ahead cum,US,US,quantile,0.85,35840.094838962104
3 day ahead cum,US,US,quantile,0.9,36090.502209859114
3 day ahead cum,US,US,quantile,0.95,36457.108286594084
3 day ahead cum,US,US,quantile,0.975,36803.813822692784
3 day ahead cum,US,US,quantile,0.99,37151.68461182643
3 day ahead cum,US,US,point,NA,34808.37459034078
4 day ahead inc,US,US,quantile,0.01,1324.0351874687594
4 day ahead inc,US,US,quantile,0.025,1403.4621850936633
4 day ahead inc,US,US,quantile,0.05,1518.656984999585
4 day ahead inc,US,US,quantile,0.1,1647.9468203581134
4 day ahead inc,US,US,quantile,0.15,1707.3149769276656
4 day ahead inc,US,US,quantile,0.2,1784.1311203182165
4 day ahead inc,US,US,quantile,0.25,1839.6799359563888
4 day ahead inc,US,US,quantile,0.3,1888.6387122518968
4 day ahead inc,US,US,quantile,0.35,1945.9544538281518
4 day ahead inc,US,US,quantile,0.4,1999.484408784857
4 day ahead inc,US,US,quantile,0.45,2045.5005390427343
4 day ahead inc,US,US,quantile,0.5,2092.437000362192
4 day ahead inc,US,US,quantile,0.55,2146.192877344777
4 day ahead inc,US,US,quantile,0.6,2213.620138772616
4 day ahead inc,US,US,quantile,0.65,2267.339029178685
4 day ahead inc,US,US,quantile,0.7,2321.65760520445
4 day ahead inc,US,US,quantile,0.75,2375.090028697897
4 day ahead inc,US,US,quantile,0.8,2465.093013039916
4 day ahead inc,US,US,quantile,0.85,2562.7270918282384
4 day ahead inc,US,US,quantile,0.9,2673.202671495917
4 day ahead inc,US,US,quantile,0.95,2847.2981033706146
4 day ahead inc,US,US,quantile,0.975,3000.9259167434807
4 day ahead inc,US,US,quantile,0.99,3157.268726274464
4 day ahead inc,US,US,point,NA,2128.7892325677108
4 day ahead cum,US,US,quantile,0.01,34154.270424610215
4 day ahead cum,US,US,quantile,0.025,34479.349246132166
4 day ahead cum,US,US,quantile,0.05,34853.8335297018
4 day ahead cum,US,US,quantile,0.1,35276.23149206793
4 day ahead cum,US,US,quantile,0.15,35521.525465036335
4 day ahead cum,US,US,quantile,0.2,35760.58873949411
4 day ahead cum,US,US,quantile,0.25,35972.456720907234
4 day ahead cum,US,US,quantile,0.3,36134.286545509065
4 day ahead cum,US,US,quantile,0.35,36320.41288205663
4 day ahead cum,US,US,quantile,0.4,36530.64218789799
4 day ahead cum,US,US,quantile,0.45,36676.6752972291
4 day ahead cum,US,US,quantile,0.5,36843.230618700254
4 day ahead cum,US,US,quantile,0.55,37012.06585074456
4 day ahead cum,US,US,quantile,0.6,37249.624485630025
4 day ahead cum,US,US,quantile,0.65,37429.24585371958
4 day ahead cum,US,US,quantile,0.7,37596.263237566425
4 day ahead cum,US,US,quantile,0.75,37790.05256281403
4 day ahead cum,US,US,quantile,0.8,38070.74443114002
4 day ahead cum,US,US,quantile,0.85,38402.821930790335
4 day ahead cum,US,US,quantile,0.9,38763.70488135502
4 day ahead cum,US,US,quantile,0.95,39304.406389964686
4 day ahead cum,US,US,quantile,0.975,39804.739739436256
4 day ahead cum,US,US,quantile,0.99,40308.953338100895
4 day ahead cum,US,US,point,NA,36937.1638229085
5 day ahead inc,US,US,quantile,0.01,1233.9182656636813
5 day ahead inc,US,US,quantile,0.025,1315.2222601365095
5 day ahead inc,US,US,quantile,0.05,1431.420271585584
5 day ahead inc,US,US,quantile,0.1,1556.154940752809
5 day ahead inc,US,US,quantile,0.15,1643.2018308664267
5 day ahead inc,US,US,quantile,0.2,1723.9982448280466
5 day ahead inc,US,US,quantile,0.25,1780.5687032998162
5 day ahead inc,US,US,quantile,0.3,1843.4795492834064
5 day ahead inc,US,US,quantile,0.35,1897.1699514456748
5 day ahead inc,US,US,quantile,0.4,1948.1401914764813
5 day ahead inc,US,US,quantile,0.45,2007.3066314714706
5 day ahead inc,US,US,quantile,0.5,2058.829328874905
5 day ahead inc,US,US,quantile,0.55,2108.8635214662704
5 day ahead inc,US,US,quantile,0.6,2181.7180144683653
5 day ahead inc,US,US,quantile,0.65,2242.148641334725
5 day ahead inc,US,US,quantile,0.7,2299.9863606700933
5 day ahead inc,US,US,quantile,0.75,2375.552258348999
5 day ahead inc,US,US,quantile,0.8,2461.143907030212
5 day ahead inc,US,US,quantile,0.85,2567.394066273499
5 day ahead inc,US,US,quantile,0.9,2708.183645231655
5 day ahead inc,US,US,quantile,0.95,2893.7838747532965
5 day ahead inc,US,US,quantile,0.975,3074.959691808186
5 day ahead inc,US,US,quantile,0.99,3252.450331619801
5 day ahead inc,US,US,point,NA,2099.0272269050465
5 day ahead cum,US,US,quantile,0.01,35388.188690273884
5 day ahead cum,US,US,quantile,0.025,35794.57150626868
5 day ahead cum,US,US,quantile,0.05,36285.253801287385
5 day ahead cum,US,US,quantile,0.1,36832.386432820735
5 day ahead cum,US,US,quantile,0.15,37164.727295902754
5 day ahead cum,US,US,quantile,0.2,37484.586984322166
5 day ahead cum,US,US,quantile,0.25,37753.02542420705
5 day ahead cum,US,US,quantile,0.3,37977.76609479248
5 day ahead cum,US,US,quantile,0.35,38217.582833502296
5 day ahead cum,US,US,quantile,0.4,38478.78237937447
5 day ahead cum,US,US,quantile,0.45,38683.981928700574
5 day ahead cum,US,US,quantile,0.5,38902.059947575166
5 day ahead cum,US,US,quantile,0.55,39120.92937221083
5 day ahead cum,US,US,quantile,0.6,39431.342500098384
5 day ahead cum,US,US,quantile,0.65,39671.3944950543
5 day ahead cum,US,US,quantile,0.7,39896.249598236514
5 day ahead cum,US,US,quantile,0.75,40165.60482116303
5 day ahead cum,US,US,quantile,0.8,40531.88833817022
5 day ahead cum,US,US,quantile,0.85,40970.21599706384
5 day ahead cum,US,US,quantile,0.9,41471.88852658668
5 day ahead cum,US,US,quantile,0.95,42198.19026471799
5 day ahead cum,US,US,quantile,0.975,42879.69943124445
5 day ahead cum,US,US,quantile,0.99,43561.40366972069
5 day ahead cum,US,US,point,NA,39036.19104981355
6 day ahead inc,US,US,quantile,0.01,1139.5830865518503
6 day ahead inc,US,US,quantile,0.025,1244.2359049500576
6 day ahead inc,US,US,quantile,0.05,1348.7934752454598
6 day ahead inc,US,US,quantile,0.1,1474.8717413962174
6 day ahead inc,US,US,quantile,0.15,1566.1934747459854
6 day ahead inc,US,US,quantile,0.2,1653.0626642880343
6 day ahead inc,US,US,quantile,0.25,1717.0117993889673
6 day ahead inc,US,US,quantile,0.3,1785.2429246150973
6 day ahead inc,US,US,quantile,0.35,1832.4990446667953
6 day ahead inc,US,US,quantile,0.4,1902.5200234510426
6 day ahead inc,US,US,quantile,0.45,1959.9731761375765
6 day ahead inc,US,US,quantile,0.5,2008.553371022233
6 day ahead inc,US,US,quantile,0.55,2073.6650785099678
6 day ahead inc,US,US,quantile,0.6,2136.5000454352667
6 day ahead inc,US,US,quantile,0.65,2207.3185764891305
6 day ahead inc,US,US,quantile,0.7,2273.708197164462
6 day ahead inc,US,US,quantile,0.75,2358.196113606329
6 day ahead inc,US,US,quantile,0.8,2450.200035152897
6 day ahead inc,US,US,quantile,0.85,2561.502467637332
6 day ahead inc,US,US,quantile,0.9,2739.0738347975503
6 day ahead inc,US,US,quantile,0.95,2942.0720626565308
6 day ahead inc,US,US,quantile,0.975,3130.7527668487105
6 day ahead inc,US,US,quantile,0.99,3347.8084674113347
6 day ahead inc,US,US,point,NA,2063.214131105309
6 day ahead cum,US,US,quantile,0.01,36527.771776825735
6 day ahead cum,US,US,quantile,0.025,37038.80741121874
6 day ahead cum,US,US,quantile,0.05,37634.047276532845
6 day ahead cum,US,US,quantile,0.1,38307.25817421695
6 day ahead cum,US,US,quantile,0.15,38730.920770648736
6 day ahead cum,US,US,quantile,0.2,39137.64964861018
6 day ahead cum,US,US,quantile,0.25,39470.03722359602
6 day ahead cum,US,US,quantile,0.3,39763.009019407575
6 day ahead cum,US,US,quantile,0.35,40050.081878169105
6 day ahead cum,US,US,quantile,0.4,40381.30240282551
6 day ahead cum,US,US,quantile,0.45,40643.95510483816
6 day ahead cum,US,US,quantile,0.5,40910.6133185974
6 day ahead cum,US,US,quantile,0.55,41194.594450720804
6 day ahead cum,US,US,quantile,0.6,41567.842545533655
6 day ahead cum,US,US,quantile,0.65,41878.71307154343
6 day ahead cum,US,US,quantile,0.7,42169.957795400966
6 day ahead cum,US,US,quantile,0.75,42523.80093476936
6 day ahead cum,US,US,quantile,0.8,42982.08837332312
6 day ahead cum,US,US,quantile,0.85,43531.718464701175
6 day ahead cum,US,US,quantile,0.9,44210.96236138423
6 day ahead cum,US,US,quantile,0.95,45140.26232737452
6 day ahead cum,US,US,quantile,0.975,46010.45219809315
6 day ahead cum,US,US,quantile,0.99,46909.212137132025
6 day ahead cum,US,US,point,NA,41099.405180918846
7 day ahead inc,US,US,quantile,0.01,1054.562221795802
7 day ahead inc,US,US,quantile,0.025,1162.6074174124906
7 day ahead inc,US,US,quantile,0.05,1266.1158968549025
7 day ahead inc,US,US,quantile,0.1,1386.7304351472778
7 day ahead inc,US,US,quantile,0.15,1489.4653792984302
7 day ahead inc,US,US,quantile,0.2,1578.2375733764682
7 day ahead inc,US,US,quantile,0.25,1651.0379232644739
7 day ahead inc,US,US,quantile,0.3,1715.3381637095226
7 day ahead inc,US,US,quantile,0.35,1781.1164972913
7 day ahead inc,US,US,quantile,0.4,1847.0428314251199
7 day ahead inc,US,US,quantile,0.45,1902.671639602667
7 day ahead inc,US,US,quantile,0.5,1961.6950625448956
7 day ahead inc,US,US,quantile,0.55,2035.9444014687838
7 day ahead inc,US,US,quantile,0.6,2092.9304625412124
7 day ahead inc,US,US,quantile,0.65,2173.364879201345
7 day ahead inc,US,US,quantile,0.7,2252.183182876906
7 day ahead inc,US,US,quantile,0.75,2334.259394598733
7 day ahead inc,US,US,quantile,0.8,2437.9032693328263
7 day ahead inc,US,US,quantile,0.85,2554.277615648694
7 day ahead inc,US,US,quantile,0.9,2742.6526684245378
7 day ahead inc,US,US,quantile,0.95,2995.9407207582904
7 day ahead inc,US,US,quantile,0.975,3180.210591751241
7 day ahead inc,US,US,quantile,0.99,3435.2849573842605
7 day ahead inc,US,US,point,NA,2022.6160121359835
7 day ahead cum,US,US,quantile,0.01,37582.333998621536
7 day ahead cum,US,US,quantile,0.025,38201.414828631234
7 day ahead cum,US,US,quantile,0.05,38900.163173387744
7 day ahead cum,US,US,quantile,0.1,39693.988609364234
7 day ahead cum,US,US,quantile,0.15,40220.38614994717
7 day ahead cum,US,US,quantile,0.2,40715.88722198666
7 day ahead cum,US,US,quantile,0.25,41121.0751468605
7 day ahead cum,US,US,quantile,0.3,41478.34718311709
7 day ahead cum,US,US,quantile,0.35,41831.198375460386
7 day ahead cum,US,US,quantile,0.4,42228.34523425063
7 day ahead cum,US,US,quantile,0.45,42546.626744440815
7 day ahead cum,US,US,quantile,0.5,42872.308381142284
7 day ahead cum,US,US,quantile,0.55,43230.53885218958
7 day ahead cum,US,US,quantile,0.6,43660.77300807487
7 day ahead cum,US,US,quantile,0.65,44052.077950744766
7 day ahead cum,US,US,quantile,0.7,44422.14097827788
7 day ahead cum,US,US,quantile,0.75,44858.06032936808
7 day ahead cum,US,US,quantile,0.8,45419.991642655936
7 day ahead cum,US,US,quantile,0.85,46085.996080349876
7 day ahead cum,US,US,quantile,0.9,46953.61502980877
7 day ahead cum,US,US,quantile,0.95,48136.20304813281
7 day ahead cum,US,US,quantile,0.975,49190.662789844406
7 day ahead cum,US,US,quantile,0.99,50344.497094516286
7 day ahead cum,US,US,point,NA,43122.02119305484
1 wk ahead inc,US,US,quantile,0.01,11288.226631211752
1 wk ahead inc,US,US,quantile,0.025,11761.854439435794
1 wk ahead inc,US,US,quantile,0.05,12206.975445161017
1 wk ahead inc,US,US,quantile,0.1,12724.983548994805
1 wk ahead inc,US,US,quantile,0.15,13103.405975228568
1 wk ahead inc,US,US,quantile,0.2,13411.34291244374
1 wk ahead inc,US,US,quantile,0.25,13667.793061499891
1 wk ahead inc,US,US,quantile,0.3,13910.767063308751
1 wk ahead inc,US,US,quantile,0.35,14169.518661961229
1 wk ahead inc,US,US,quantile,0.4,14425.731404392991
1 wk ahead inc,US,US,quantile,0.45,14625.762327735227
1 wk ahead inc,US,US,quantile,0.5,14836.424501310426
1 wk ahead inc,US,US,quantile,0.55,15058.491100910953
1 wk ahead inc,US,US,quantile,0.6,15332.694982438705
1 wk ahead inc,US,US,quantile,0.65,15576.060726428199
1 wk ahead inc,US,US,quantile,0.7,15794.923079720307
1 wk ahead inc,US,US,quantile,0.75,16047.854887770845
1 wk ahead inc,US,US,quantile,0.8,16374.514072781782
1 wk ahead inc,US,US,quantile,0.85,16762.042816742054
1 wk ahead inc,US,US,quantile,0.9,17236.223473098824
1 wk ahead inc,US,US,quantile,0.95,17876.39249500472
1 wk ahead inc,US,US,quantile,0.975,18475.697143975936
1 wk ahead inc,US,US,quantile,0.99,19051.994414160443
1 wk ahead inc,US,US,point,NA,14914.845443004833
1 wk ahead cum,US,US,quantile,0.01,32830.235237141445
1 wk ahead cum,US,US,quantile,0.025,33075.887061038506
1 wk ahead cum,US,US,quantile,0.05,33335.17654470222
1 wk ahead cum,US,US,quantile,0.1,33628.28467170981
1 wk ahead cum,US,US,quantile,0.15,33814.21048810866
1 wk ahead cum,US,US,quantile,0.2,33976.4576191759
1 wk ahead cum,US,US,quantile,0.25,34132.77678495085
1 wk ahead cum,US,US,quantile,0.3,34245.64783325717
1 wk ahead cum,US,US,quantile,0.35,34374.458428228485
1 wk ahead cum,US,US,quantile,0.4,34531.15777911313
1 wk ahead cum,US,US,quantile,0.45,34631.17475818637
1 wk ahead cum,US,US,quantile,0.5,34750.793618338066
1 wk ahead cum,US,US,quantile,0.55,34865.87297339978
1 wk ahead cum,US,US,quantile,0.6,35036.004346857415
1 wk ahead cum,US,US,quantile,0.65,35161.906824540885
1 wk ahead cum,US,US,quantile,0.7,35274.60563236197
1 wk ahead cum,US,US,quantile,0.75,35414.96253411614
1 wk ahead cum,US,US,quantile,0.8,35605.6514181001
1 wk ahead cum,US,US,quantile,0.85,35840.094838962104
1 wk ahead cum,US,US,quantile,0.9,36090.502209859114
1 wk ahead cum,US,US,quantile,0.95,36457.108286594084
1 wk ahead cum,US,US,quantile,0.975,36803.813822692784
1 wk ahead cum,US,US,quantile,0.99,37151.68461182643
1 wk ahead cum,US,US,point,NA,34808.37459034078
2 wk ahead inc,US,US,quantile,0.01,7395.826855943915
2 wk ahead inc,US,US,quantile,0.025,8106.040092092559
2 wk ahead inc,US,US,quantile,0.05,8830.345829797738
2 wk ahead inc,US,US,quantile,0.1,9737.564024884896
2 wk ahead inc,US,US,quantile,0.15,10425.699102457944
2 wk ahead inc,US,US,quantile,0.2,11022.519690879799
2 wk ahead inc,US,US,quantile,0.25,11510.380827358258
2 wk ahead inc,US,US,quantile,0.3,11995.619790671315
2 wk ahead inc,US,US,quantile,0.35,12435.829303422846
2 wk ahead inc,US,US,quantile,0.4,12873.560364024022
2 wk ahead inc,US,US,quantile,0.45,13301.695667258611
2 wk ahead inc,US,US,quantile,0.5,13697.517929870626
2 wk ahead inc,US,US,quantile,0.55,14133.925127115213
2 wk ahead inc,US,US,quantile,0.6,14616.54665947301
2 wk ahead inc,US,US,quantile,0.65,15136.244434353248
2 wk ahead inc,US,US,quantile,0.7,15664.704773278634
2 wk ahead inc,US,US,quantile,0.75,16248.074563833563
2 wk ahead inc,US,US,quantile,0.8,16963.04305141953
2 wk ahead inc,US,US,quantile,0.85,17857.23452173426
2 wk ahead inc,US,US,quantile,0.9,19048.81145790123
2 wk ahead inc,US,US,quantile,0.95,20733.575333078406
2 wk ahead inc,US,US,quantile,0.975,22199.69060460943
2 wk ahead inc,US,US,quantile,0.99,23934.551841436187
2 wk ahead inc,US,US,point,NA,14105.587528957947
2 wk ahead cum,US,US,quantile,0.01,40226.06209308536
2 wk ahead cum,US,US,quantile,0.025,41181.927153131066
2 wk ahead cum,US,US,quantile,0.05,42165.52237449995
2 wk ahead cum,US,US,quantile,0.1,43365.84869659471
2 wk ahead cum,US,US,quantile,0.15,44239.9095905666
2 wk ahead cum,US,US,quantile,0.2,44998.977310055685
2 wk ahead cum,US,US,quantile,0.25,45643.157612309114
2 wk ahead cum,US,US,quantile,0.3,46241.267623928485
2 wk ahead cum,US,US,quantile,0.35,46810.28773165132
2 wk ahead cum,US,US,quantile,0.4,47404.71814313715
2 wk ahead cum,US,US,quantile,0.45,47932.870425444984
2 wk ahead cum,US,US,quantile,0.5,48448.311548208694
2 wk ahead cum,US,US,quantile,0.55,48999.79810051499
2 wk ahead cum,US,US,quantile,0.6,49652.55100633041
2 wk ahead cum,US,US,quantile,0.65,50298.15125889414
2 wk ahead cum,US,US,quantile,0.7,50939.310405640594
2 wk ahead cum,US,US,quantile,0.75,51663.037097949695
2 wk ahead cum,US,US,quantile,0.8,52568.69446951962
2 wk ahead cum,US,US,quantile,0.85,53697.329360696356
2 wk ahead cum,US,US,quantile,0.9,55139.31366776033
2 wk ahead cum,US,US,quantile,0.95,57190.68361967247
2 wk ahead cum,US,US,quantile,0.975,59003.504427302214
2 wk ahead cum,US,US,quantile,0.99,61086.236453262616
2 wk ahead cum,US,US,point,NA,48913.96211929874
3 wk ahead inc,US,US,quantile,0.01,3930.181113076466
3 wk ahead inc,US,US,quantile,0.025,4637.740778965634
3 wk ahead inc,US,US,quantile,0.05,5072.923516881594
3 wk ahead inc,US,US,quantile,0.1,6096.846881164376
3 wk ahead inc,US,US,quantile,0.15,6841.0673931890615
3 wk ahead inc,US,US,quantile,0.2,7561.721419922328
3 wk ahead inc,US,US,quantile,0.25,8089.122871878738
3 wk ahead inc,US,US,quantile,0.3,8816.191802228754
3 wk ahead inc,US,US,quantile,0.35,9422.277841491448
3 wk ahead inc,US,US,quantile,0.4,9941.082266349713
3 wk ahead inc,US,US,quantile,0.45,10478.34495062542
3 wk ahead inc,US,US,quantile,0.5,11201.572148508681
3 wk ahead inc,US,US,quantile,0.55,11751.295868609199
3 wk ahead inc,US,US,quantile,0.6,12267.232542770942
3 wk ahead inc,US,US,quantile,0.65,12840.314119086725
3 wk ahead inc,US,US,quantile,0.7,13687.305187448157
3 wk ahead inc,US,US,quantile,0.75,14427.1477168401
3 wk ahead inc,US,US,quantile,0.8,15266.98132957993
3 wk ahead inc,US,US,quantile,0.85,16532.50979345871
3 wk ahead inc,US,US,quantile,0.9,18164.65838928282
3 wk ahead inc,US,US,quantile,0.95,20897.134920410652
3 wk ahead inc,US,US,quantile,0.975,23406.397625056867
3 wk ahead inc,US,US,quantile,0.99,26454.10668675364
3 wk ahead inc,US,US,point,NA,11754.758064758325
3 wk ahead cum,US,US,quantile,0.01,44156.24320616184
3 wk ahead cum,US,US,quantile,0.025,45819.66793209669
3 wk ahead cum,US,US,quantile,0.05,47238.445891381554
3 wk ahead cum,US,US,quantile,0.1,49462.69557775909
3 wk ahead cum,US,US,quantile,0.15,51080.97698375567
3 wk ahead cum,US,US,quantile,0.2,52560.698729978016
3 wk ahead cum,US,US,quantile,0.25,53732.28048418785
3 wk ahead cum,US,US,quantile,0.3,55057.459426157235
3 wk ahead cum,US,US,quantile,0.35,56232.565573142776
3 wk ahead cum,US,US,quantile,0.4,57345.800409486874
3 wk ahead cum,US,US,quantile,0.45,58411.21537607041
3 wk ahead cum,US,US,quantile,0.5,59649.883696717385
3 wk ahead cum,US,US,quantile,0.55,60751.0939691242
3 wk ahead cum,US,US,quantile,0.6,61919.78354910137
3 wk ahead cum,US,US,quantile,0.65,63138.46537798087
3 wk ahead cum,US,US,quantile,0.7,64626.61559308875
3 wk ahead cum,US,US,quantile,0.75,66090.1848147898
3 wk ahead cum,US,US,quantile,0.8,67835.67579909955
3 wk ahead cum,US,US,quantile,0.85,70229.83915415508
