date,total_cases,total_deaths,total_tests,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-07,632,27,3885,87.7143,3.14286,549.791,0.161282,0.159541,22.6008,15.0672,33.9013,2.93491,49826.5,33217.7,74739.8,242143,161429,363215,0.000729621,0.000486414,0.00109443,248591,165727,372886,0.000749047,0.000499365,0.00112357
2020-03-08,827,31,11487,111,3.28571,1623.41,0.068755,0.0683746,22.6072,15.0715,33.9109,2.84321,59971.9,39981.3,89957.8,300133,200089,450199,0.000904353,0.000602902,0.00135653,308562,205708,462844,0.000929753,0.000619835,0.00139463
2020-03-09,1112,35,13574,145.429,3.42857,1893.01,0.0768998,0.0768238,22.2951,14.8634,33.4426,2.72721,71634.6,47756.4,107452,369258,246172,553887,0.00111264,0.00074176,0.00166896,380197,253465,570295,0.0011456,0.000763734,0.0017184
2020-03-10,1551,37,16640,200.857,3.28571,2293.19,0.0876887,0.0875887,20.729,13.8193,31.0935,2.5897,84696.1,56464.1,127044,450712,300475,676068,0.00135807,0.000905383,0.00203711,464893,309929,697340,0.0014008,0.00093387,0.00210121
2020-03-11,2054,43,20962,253.571,3.57143,2767.03,0.0920739,0.0916402,20.8738,13.9159,31.3108,2.44672,99029.5,66019.7,148544,545578,363719,818367,0.00164392,0.00109595,0.00246588,563923,375948,845884,0.0016992,0.0011328,0.0025488
2020-03-12,2796,51,28268,347,3.57143,3734.03,0.0937983,0.092929,19.2099,12.8066,28.8149,2.30742,113810,75873.5,170715,654095,436063,981143,0.0019709,0.00131394,0.00295636,677733,451822,1.0166e+06,0.00204213,0.00136142,0.00306319
2020-03-13,3748,56,37239,464.429,3.14286,4899.62,0.0959139,0.0947887,18.1778,12.1186,27.2667,2.17205,128210,85473.5,192315,775640,517093,1.16346e+06,0.00233714,0.00155809,0.00350571,805943,537295,1.20891e+06,0.00242845,0.00161897,0.00364267
2020-03-14,4730,64,45741,585.429,3.57143,5996.84,0.0991508,0.0976229,17.9168,11.9446,26.8753,2.04652,144463,96308.4,216694,911660,607773,1.36749e+06,0.00274699,0.00183133,0.00412049,950406,633604,1.42561e+06,0.00286374,0.00190916,0.00429561
2020-03-15,5919,79,54846,727.429,4.14286,6218.32,0.119376,0.116981,18.0387,12.0258,27.058,1.93672,161992,107995,242989,1.06316e+06,708775,1.59474e+06,0.0032035,0.00213567,0.00480525,1.1124e+06,741599,1.6686e+06,0.00335185,0.00223457,0.00502778
2020-03-16,7777,100,79057,952.143,5.28571,9395.26,0.103372,0.101343,17.3422,11.5614,26.0132,1.83691,179330,119553,268995,1.22937e+06,819581,1.84406e+06,0.00370431,0.00246954,0.00555647,1.29173e+06,861152,1.93759e+06,0.0038922,0.0025948,0.00583831
2020-03-17,10023,124,102542,1210.29,6.57143,12326.9,0.100339,0.0981827,17.1593,11.4396,25.739,1.74659,196818,131212,295227,1.40968e+06,939785,2.11452e+06,0.00424761,0.00283174,0.00637141,1.48855e+06,992364,2.23282e+06,0.00448525,0.00299017,0.00672788
2020-03-18,13387,155,129956,1619,7.85714,15645.4,0.103978,0.103481,16.0403,10.6935,24.0604,1.66238,213546,142364,320318,1.60245e+06,1.0683e+06,2.40368e+06,0.00482848,0.00321899,0.00724272,1.70209e+06,1.13473e+06,2.55314e+06,0.0051287,0.00341913,0.00769305
2020-03-19,18092,203,162906,2185.14,11.8571,19298.9,0.113608,0.113226,14.8617,9.9078,22.2925,1.58169,229030,152687,343545,1.80552e+06,1.20368e+06,2.70827e+06,0.00544034,0.00362689,0.00816051,1.93112e+06,1.28741e+06,2.89668e+06,0.00581881,0.00387921,0.00872822
2020-03-20,24213,273,206142,2923.57,16.2857,24201.7,0.121164,0.1208,13.9155,9.27703,20.8733,1.50573,243895,162597,365843,2.01694e+06,1.34462e+06,3.0254e+06,0.00607738,0.00405159,0.00911608,2.17502e+06,1.45001e+06,3.26253e+06,0.00655371,0.00436914,0.00983057
2020-03-21,31021,335,255658,3755.86,20.1429,30068.3,0.125245,0.124911,13.2664,8.84423,19.8995,1.43212,255944,170629,383916,2.2322e+06,1.48813e+06,3.3483e+06,0.006726,0.004484,0.010089,2.43096e+06,1.62064e+06,3.64644e+06,0.00732492,0.00488328,0.0109874
2020-03-22,40191,481,305519,4896,43.7143,35895.5,0.13672,0.136396,12.2492,8.16611,18.3737,1.35867,265272,176848,397907,2.44764e+06,1.63176e+06,3.67146e+06,0.00737518,0.00491679,0.0110628,2.69623e+06,1.79749e+06,4.04435e+06,0.00812423,0.00541615,0.0121863
2020-03-23,51623,582,363756,6263.71,48.1429,40761.8,0.154008,0.153666,11.4364,7.62429,17.1547,1.29009,273161,182108,409742,2.66083e+06,1.77389e+06,3.99125e+06,0.00801756,0.00534504,0.0120263,2.96939e+06,1.9796e+06,4.45409e+06,0.00894731,0.00596487,0.013421
2020-03-24,62379,820,435481,7479.43,86.1429,47667.7,0.157706,0.156908,11.3239,7.54925,16.9858,1.22727,278064,185376,417096,2.86726e+06,1.91151e+06,4.30089e+06,0.00863956,0.00575971,0.0129593,3.24746e+06,2.16497e+06,4.87119e+06,0.00978516,0.00652344,0.0146777
2020-03-25,75277,1058,524577,8841.43,119.714,56479.6,0.157663,0.156542,11.2006,7.46708,16.8009,1.17018,280829,187219,421243,3.06339e+06,2.04226e+06,4.59509e+06,0.00923055,0.0061537,0.0138458,3.52829e+06,2.35219e+06,5.29243e+06,0.0106314,0.00708757,0.015947
2020-03-26,93001,1374,632999,10701.3,159.857,67341.4,0.161207,0.158911,10.6352,7.09013,15.9528,1.12042,282902,188601,424353,3.24727e+06,2.16484e+06,4.8709e+06,0.00978459,0.00652306,0.0146769,3.81119e+06,2.54079e+06,5.71678e+06,0.0114838,0.00765586,0.0172257
2020-03-27,112248,1782,735114,12576.4,211.857,75784.7,0.168735,0.165949,10.1945,6.79633,15.2917,1.07665,282741,188494,424111,3.4162e+06,2.27746e+06,5.1243e+06,0.0102936,0.0068624,0.0154404,4.09393e+06,2.72929e+06,6.1409e+06,0.0123357,0.00822382,0.0185036
2020-03-28,131847,2333,835570,14403.7,281.429,83060.2,0.177012,0.173413,10.0295,6.68636,15.0443,1.03852,280694,187129,421040,3.56868e+06,2.37912e+06,5.35302e+06,0.0107531,0.00716871,0.0161296,4.37462e+06,2.91642e+06,6.56194e+06,0.0131815,0.00878767,0.0197723
2020-03-29,151292,2837,919122,15871.6,333.429,87886.3,0.184558,0.180592,10.2064,6.8043,15.3097,1.00638,277930,185286,416895,3.70215e+06,2.4681e+06,5.55322e+06,0.0111552,0.00743682,0.0167328,4.65255e+06,3.1017e+06,6.97883e+06,0.014019,0.00934598,0.0210284
2020-03-30,172777,3425,1035705,17307.7,402.714,96212,0.183916,0.179891,10.3613,6.90751,15.5419,0.97832,273184,182123,409777,3.81334e+06,2.54223e+06,5.72001e+06,0.0114903,0.00766018,0.0172354,4.92574e+06,3.28383e+06,7.38861e+06,0.0148421,0.00989474,0.0222632
2020-03-31,197951,4332,1150334,19367.4,498.286,102323,0.18965,0.189278,10.1623,6.77488,15.2435,0.954109,267961,178641,401941,3.90197e+06,2.60131e+06,5.85296e+06,0.0117573,0.00783822,0.017636,5.1937e+06,3.46247e+06,7.79055e+06,0.0156495,0.010433,0.0234743
2020-04-01,224079,5336,1262831,21257.4,607.857,105626,0.201559,0.201251,10.0457,6.69713,15.0685,0.935095,261940,174627,392910,3.96709e+06,2.64473e+06,5.95064e+06,0.0119535,0.00796903,0.0179303,5.45564e+06,3.63709e+06,8.18346e+06,0.0164388,0.0109592,0.0246582
2020-04-02,252116,6514,1385742,22730.7,730.571,107647,0.21138,0.211159,10.0758,6.7172,15.1137,0.919698,255121,170081,382682,4.00867e+06,2.67245e+06,6.013e+06,0.0120788,0.00805255,0.0181182,5.71076e+06,3.80717e+06,8.56614e+06,0.0172075,0.0114717,0.0258113
2020-04-03,283993,7799,1521117,24535,856.429,112537,0.218504,0.218018,9.94072,6.62714,14.9111,0.908423,249132,166088,373697,4.02877e+06,2.68585e+06,6.04315e+06,0.0121394,0.00809293,0.0182091,5.95989e+06,3.97326e+06,8.93984e+06,0.0179582,0.0119721,0.0269373
2020-04-04,316860,9280,1749361,26430.4,989.429,130897,0.202468,0.201917,9.68369,6.45579,14.5255,0.90172,244355,162904,366533,4.02923e+06,2.68615e+06,6.04384e+06,0.0121408,0.00809385,0.0182112,6.20425e+06,4.13616e+06,9.30637e+06,0.0186945,0.012463,0.0280417
2020-04-05,342494,10619,1871587,27314.6,1110.86,136532,0.200744,0.200059,9.71172,6.47448,14.5676,0.899645,238951,159301,358427,4.01224e+06,2.67482e+06,6.01835e+06,0.0120896,0.00805972,0.0181344,6.4432e+06,4.29547e+06,9.6648e+06,0.0194145,0.012943,0.0291217
2020-04-06,370904,11932,2022864,28303.9,1214.43,141586,0.200704,0.199906,9.65103,6.43402,14.4765,0.901062,234136,156091,351204,3.9811e+06,2.65407e+06,5.97165e+06,0.0119958,0.00799717,0.0179936,6.67733e+06,4.45156e+06,1.0016e+07,0.02012,0.0134133,0.03018
2020-04-07,401606,13976,2177575,29093.6,1376.57,147484,0.198254,0.197266,9.55758,6.37172,14.3364,0.905022,229677,153118,344515,3.93762e+06,2.62508e+06,5.90642e+06,0.0118647,0.00790982,0.0177971,6.90701e+06,4.60467e+06,1.03605e+07,0.020812,0.0138747,0.0312181
2020-04-08,432513,15973,2335941,29776.3,1519.14,154279,0.194234,0.193002,9.43129,6.28753,14.1469,0.909448,227186,151457,340779,3.88674e+06,2.59116e+06,5.83011e+06,0.0117114,0.00780762,0.0175671,7.1342e+06,4.75613e+06,1.07013e+07,0.0214966,0.0143311,0.0322449
2020-04-09,467629,18035,2510346,30787.6,1645.71,161756,0.191635,0.190333,9.18884,6.12589,13.7833,0.914348,224516,149677,336774,3.83042e+06,2.55362e+06,5.74564e+06,0.0115417,0.0076945,0.0173126,7.35871e+06,4.90581e+06,1.10381e+07,0.0221731,0.0147821,0.0332596
2020-04-10,501102,20107,2664904,31015.6,1758.14,164423,0.189816,0.188632,9.11609,6.07739,13.6741,0.917644,220816,147211,331225,3.76834e+06,2.51223e+06,5.65251e+06,0.0113547,0.00756978,0.017032,7.57953e+06,5.05302e+06,1.13693e+07,0.0228385,0.0152256,0.0342577
2020-04-11,532194,22186,2806315,30762,1843.57,152114,0.203731,0.202229,9.12468,6.08312,13.687,0.91867,216681,144454,325022,3.70228e+06,2.46819e+06,5.55342e+06,0.0111556,0.00743708,0.0167334,7.79621e+06,5.19747e+06,1.16943e+07,0.0234914,0.0156609,0.035237
2020-04-12,560196,23886,2945780,31100.3,1895.29,154742,0.202666,0.200982,8.93656,5.95771,13.4048,0.915888,212689,141793,319034,3.63428e+06,2.42285e+06,5.45141e+06,0.0109507,0.00730048,0.0164261,8.0089e+06,5.33927e+06,1.20133e+07,0.0241322,0.0160882,0.0361983
2020-04-13,584580,25516,3076587,30525.1,1940.57,152096,0.202782,0.200696,8.94949,5.96633,13.4242,0.910264,208312,138875,312468,3.56466e+06,2.37644e+06,5.34699e+06,0.0107409,0.00716063,0.0161114,8.21721e+06,5.47814e+06,1.23258e+07,0.0247599,0.0165066,0.0371399
2020-04-14,610660,27869,3237652,29864.9,1984.71,153087,0.197206,0.195084,8.97245,5.98163,13.4587,0.902509,203737,135825,305606,3.49521e+06,2.33014e+06,5.24282e+06,0.0105317,0.00702112,0.0157975,8.42095e+06,5.61397e+06,1.26314e+07,0.0253738,0.0169159,0.0380607
2020-04-15,640519,30415,3384178,29715.1,2063.14,151557,0.198434,0.196066,8.81503,5.87669,13.2225,0.893355,197064,131376,295596,3.42431e+06,2.28288e+06,5.13647e+06,0.0103181,0.00687871,0.0154771,8.61801e+06,5.74534e+06,1.2927e+07,0.0259676,0.0173117,0.0389514
2020-04-16,672100,32612,3560408,29210.1,2082.43,152170,0.194723,0.191958,8.73399,5.82266,13.101,0.88326,190560,127040,285840,3.35293e+06,2.23529e+06,5.0294e+06,0.010103,0.00673532,0.0151545,8.80857e+06,5.87238e+06,1.32129e+07,0.0265418,0.0176945,0.0398127
2020-04-17,704079,34730,3724492,28996.7,2089,153892,0.191562,0.188422,8.59172,5.72781,12.8876,0.875016,185002,123335,277503,3.28281e+06,2.18854e+06,4.92422e+06,0.0098917,0.00659447,0.0148375,8.99357e+06,5.99572e+06,1.34904e+07,0.0270992,0.0180661,0.0406488
2020-04-18,731906,36621,3881480,28530.3,2062.14,156393,0.18575,0.182427,8.56477,5.70985,12.8472,0.868234,179434,119623,269151,3.21312e+06,2.14208e+06,4.81968e+06,0.00968169,0.00645446,0.0145225,9.17301e+06,6.11534e+06,1.37595e+07,0.0276399,0.0184266,0.0414598
2020-04-19,759178,38384,4032917,28426,2071.14,158088,0.183033,0.179811,8.40608,5.60405,12.6091,0.863487,174271,116181,261406,3.14303e+06,2.09536e+06,4.71455e+06,0.00947051,0.00631367,0.0142058,9.34728e+06,6.23152e+06,1.40209e+07,0.028165,0.0187767,0.0422475
2020-04-20,785282,40199,4180786,28671.7,2097.57,160475,0.181763,0.178668,8.16609,5.44406,12.2491,0.86033,169320,112880,253981,3.0734e+06,2.04893e+06,4.6101e+06,0.0092607,0.0061738,0.0138911,9.5166e+06,6.3444e+06,1.42749e+07,0.0286752,0.0191168,0.0430128
2020-04-21,811500,42680,4346793,28691.4,2115.86,161259,0.181077,0.177922,8.00507,5.33671,12.0076,0.856885,163877,109251,245815,3.00314e+06,2.0021e+06,4.50471e+06,0.009049,0.00603267,0.0135735,9.68048e+06,6.45365e+06,1.45207e+07,0.029169,0.019446,0.0437535
2020-04-22,840631,44762,4685413,28587.4,2049.57,188612,0.153786,0.151568,7.94705,5.29803,11.9206,0.853185,158955,105970,238432,2.93242e+06,1.95495e+06,4.39863e+06,0.0088359,0.0058906,0.0132539,9.83943e+06,6.55962e+06,1.47591e+07,0.0296479,0.0197653,0.0444719
2020-04-23,872601,46576,4893688,28643,1994.86,193026,0.150382,0.14839,7.83843,5.22562,11.7576,0.848968,153837,102558,230756,2.85907e+06,1.90605e+06,4.28861e+06,0.00861489,0.00574326,0.0129223,9.99327e+06,6.66218e+06,1.49899e+07,0.0301115,0.0200743,0.0451672
2020-04-24,906881,48548,5135059,28971.7,1974,204002,0.143773,0.142017,7.6218,5.0812,11.4327,0.842684,147382,98254.8,221073,2.78194e+06,1.85463e+06,4.17291e+06,0.00838247,0.00558831,0.0125737,1.01407e+07,6.76043e+06,1.5211e+07,0.0305556,0.0203704,0.0458334
2020-04-25,942532,50175,5409287,30089.4,1936.29,220696,0.137862,0.136339,7.20125,4.80083,10.8019,0.83536,141462,94308.2,212193,2.70258e+06,1.80172e+06,4.05388e+06,0.00814336,0.00542891,0.012215,1.02821e+07,6.85474e+06,1.54232e+07,0.0309818,0.0206545,0.0464727
2020-04-26,969584,51397,5615588,30058,1859,228679,0.132944,0.131442,7.07596,4.71731,10.6139,0.828633,135338,90225.6,203008,2.62124e+06,1.74749e+06,3.93186e+06,0.00789826,0.00526551,0.0118474,1.04175e+07,6.94497e+06,1.56262e+07,0.0313896,0.0209264,0.0470844
2020-04-27,992183,52684,5815409,29557.3,1783.57,236196,0.126574,0.125139,7.04773,4.69849,10.5716,0.822863,129585,86389.7,194377,2.53814e+06,1.69209e+06,3.80721e+06,0.00764785,0.00509857,0.0114718,1.0547e+07,7.03136e+06,1.58206e+07,0.0317801,0.0211867,0.0476701
2020-04-28,1017548,54761,6025334,29435.4,1725.86,242511,0.122754,0.121378,6.92149,4.61433,10.3822,0.821805,124409,82939.2,186613,2.45423e+06,1.63616e+06,3.68135e+06,0.00739504,0.00493003,0.0110926,1.06714e+07,7.1143e+06,1.60072e+07,0.0321549,0.0214366,0.0482324
2020-04-29,1043778,57446,6276557,29021,1812,230332,0.127674,0.125996,6.7904,4.52693,10.1856,0.825113,119692,79794.7,179538,2.37019e+06,1.58013e+06,3.55528e+06,0.0071418,0.0047612,0.0107127,1.07911e+07,7.19409e+06,1.61867e+07,0.0325156,0.0216771,0.0487734
2020-04-30,1073758,59599,6543124,28736.7,1860.43,238880,0.121955,0.120298,6.63124,4.42082,9.94685,0.832887,115568,77045.5,173352,2.28869e+06,1.5258e+06,3.43304e+06,0.00689623,0.00459749,0.0103444,1.09067e+07,7.27114e+06,1.63601e+07,0.0328638,0.0219092,0.0492957
2020-05-01,1106553,61407,6826283,28524.6,1837,245057,0.118064,0.1164,6.4857,4.3238,9.72855,0.845185,113454,75636.1,170181,2.21159e+06,1.47439e+06,3.31738e+06,0.0066639,0.0044426,0.00999585,1.10202e+07,7.34677e+06,1.65302e+07,0.0332057,0.0221371,0.0498085
2020-05-02,1135592,62938,7096344,27580,1823.29,244595,0.114436,0.112758,6.50595,4.3373,9.75893,0.861413,111265,74176.6,166897,2.13785e+06,1.42523e+06,3.20678e+06,0.00644172,0.00429448,0.00966258,1.11314e+07,7.42095e+06,1.66971e+07,0.0335409,0.0223606,0.0503114
2020-05-03,1161126,64172,7325272,27363.1,1825,247993,0.112034,0.110339,6.36882,4.24588,9.55323,0.878135,109513,73009,164270,2.06793e+06,1.37862e+06,3.10189e+06,0.00623104,0.00415402,0.00934655,1.12409e+07,7.49396e+06,1.68614e+07,0.0338709,0.0225806,0.0508064
2020-05-04,1183627,65199,7564174,27349.1,1787.86,253600,0.109474,0.107844,6.19107,4.12738,9.28661,0.895458,107880,71920.1,161820,2.00154e+06,1.33436e+06,3.00231e+06,0.00603099,0.00402066,0.00904648,1.13488e+07,7.56588e+06,1.70232e+07,0.034196,0.0227973,0.051294
2020-05-05,1206137,67695,7838011,26941.3,1847.71,263017,0.104039,0.102432,6.08274,4.05516,9.12412,0.909556,106589,71059.6,159884,1.93881e+06,1.29254e+06,2.90821e+06,0.00584197,0.00389465,0.00876295,1.14554e+07,7.63694e+06,1.71831e+07,0.0345172,0.0230114,0.0517757
2020-05-06,1231282,69610,8115294,26786.3,1737.71,268148,0.101974,0.0998935,5.93419,3.95613,8.90129,0.920258,105418,70278.8,158127,1.88035e+06,1.25357e+06,2.82052e+06,0.00566582,0.00377722,0.00849873,1.15608e+07,7.70722e+06,1.73412e+07,0.0348348,0.0232232,0.0522522
2020-05-07,1258506,72363,8431356,26392.6,1823.43,275437,0.0978418,0.0958207,5.8288,3.88587,8.7432,0.926826,104390,69593.5,156585,1.82578e+06,1.21719e+06,2.73868e+06,0.00550141,0.00366761,0.00825211,1.16652e+07,7.77681e+06,1.74978e+07,0.0351494,0.0234329,0.052724
2020-05-08,1285665,74143,8736489,25587.4,1819.43,279275,0.0937658,0.091621,5.75995,3.83996,8.63992,0.928808,102613,68408.4,153919,1.77456e+06,1.18304e+06,2.66184e+06,0.00534706,0.00356471,0.00802059,1.17678e+07,7.84522e+06,1.76517e+07,0.0354585,0.023639,0.0531878
2020-05-09,1310851,75597,9043301,25037,1808.43,285010,0.0900169,0.0878462,5.65013,3.76675,8.4752,0.926034,100710,67140.2,151065,1.72789e+06,1.15193e+06,2.59183e+06,0.00520643,0.00347095,0.00780965,1.18685e+07,7.91236e+06,1.78028e+07,0.035762,0.0238413,0.053643
2020-05-10,1331733,76629,9306519,24372.4,1779.57,290278,0.0861109,0.0839623,5.55293,3.70195,8.3294,0.9218,98728.8,65819.2,148093,1.68515e+06,1.12344e+06,2.52773e+06,0.00507767,0.00338511,0.0076165,1.19673e+07,7.97818e+06,1.79509e+07,0.0360595,0.0240397,0.0540892
2020-05-11,1350032,77522,9695381,23772.1,1760.43,312419,0.0780802,0.0760906,5.45111,3.63407,8.17666,0.916281,96477.4,64318.3,144716,1.64629e+06,1.09753e+06,2.46944e+06,0.00496057,0.00330705,0.00744086,1.20637e+07,8.0425e+06,1.80956e+07,0.0363502,0.0242335,0.0545253
2020-05-12,1372591,79027,10020213,23779.1,1618.86,320120,0.076278,0.0742819,5.23185,3.4879,7.84777,0.911421,94252.9,62835.3,141379,1.61096e+06,1.07397e+06,2.41644e+06,0.00485411,0.00323607,0.00728117,1.2158e+07,8.10533e+06,1.8237e+07,0.0366342,0.0244228,0.0549513
2020-05-13,1394218,80763,10354788,23276.6,1593.29,328690,0.0727557,0.0708161,5.14217,3.42811,7.71325,0.909024,92303.1,61535.4,138455,1.57886e+06,1.05257e+06,2.36828e+06,0.00475737,0.00317158,0.00713606,1.22503e+07,8.16687e+06,1.83755e+07,0.0369123,0.0246082,0.0553685
2020-05-14,1420931,82617,10738240,23203.6,1464.86,339470,0.0704088,0.0683524,4.98062,3.32041,7.47093,0.910127,90597.1,60398.1,135896,1.54976e+06,1.03317e+06,2.32464e+06,0.0046697,0.00311314,0.00700456,1.23409e+07,8.22727e+06,1.85113e+07,0.0371853,0.0247902,0.055778
2020-05-15,1446353,83882,11143784,22955.4,1391.29,354021,0.0667504,0.064842,4.94237,3.29491,7.41355,0.915266,89148.9,59432.6,133723,1.52334e+06,1.01556e+06,2.28501e+06,0.0045901,0.00306007,0.00688515,1.243e+07,8.2867e+06,1.86451e+07,0.0374539,0.0249693,0.0561809
2020-05-16,1469946,85077,11513703,22727.9,1354.29,363299,0.0644004,0.0625597,4.89553,3.26369,7.34329,0.924139,88446.4,58964.3,132670,1.49833e+06,998889,2.2475e+06,0.00451474,0.00300983,0.00677212,1.25185e+07,8.34566e+06,1.87777e+07,0.0377204,0.025147,0.0565806
